pre_village,hhs,total_population,beans_kgs_hh_seed,ground_nuts_kgs_hh_seed,maize_kgs_hh_seed,rice_kgs_hh_seed,onions_bags_hh_seed,soya_bean_kgs_hh_seed,field_peas_kgs_hh_seed,irish_potatoes_bags_hh_seed,millet_kgs_hh_seed,sweet_potatoes_bags_hh_seed,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Mboha,152,759,3.028037383,3.028037383,3.028037383,0,0,0,0,,0,0,0.009345794,0,0,0,0,0.355140187,0.355140187,0.037383178,0.074766355,0,0.018691589,0.018691589,0.065420561,0.065420561,0.065420561,0,0.056074766,0.056074766,0,0,0.018691589,0.037383178,0.065420561,0,0.018691589,0,1311.7749999999999,49.416666666666664,1.3775000000000002,26.25,53.4,,24,,31.25,50,,,,3.5,0,2022,748.9324324324324
Mikonebiiri_A,130,762,4.02173913,4.02173913,4.02173913,0,0,4.02173913,0,0,0,0,0.010869565,0,0,0.054347826,0,0.358695652,0.358695652,0.043478261,0.086956522,0.010869565,0.02173913,0.02173913,0.130434783,0.108695652,0.086956522,0,0.108695652,0.163043478,0,0,0.065217391,0.032608696,0.152173913,0,0.065217391,0,1311.3875,42.625,1.1238095238095238,24.791666666666668,108,10,7,,138.33333333333334,,,,,178.45,154.58333333333334,2022,942.0468468468468
Mikonebiiri_B,120,715,4.047619048,4.047619048,4.047619048,0,0,4.047619048,0,0,0,0,0.011904762,0,0,0,0,0.357142857,0.357142857,0.047619048,0.095238095,0,0.023809524,0.023809524,0.130952381,0.107142857,0.095238095,0,0.107142857,0.166666667,0,0,0.071428571,0.035714286,0.154761905,0,0.071428571,0,1324.5,46.233333333333334,1.1116666666666668,31.5,112.48,16.545454545454547,7.5,,120.0909090909091,,,,50,78.75,243.75,2022,837.1225225225226
Mugombwa,155,753,3.054151993,1.53968254,1.53968254,0,0,1.53968254,0,,0,0.254019293,0.011151942,0,0,0,0,0.354667483,0.354667483,0.028734752500000002,0.089215536,0,0.022303884,0.022303884,0.027024957999999998,0.01908845,0.01908845,0,0.01908845,0.01908845,0,0,0.022303884,0.003215434,0.030240391999999998,0,0.022303884,0,1154.6333333333334,52,1.4916666666666665,63.125,146,6,8.625,,221.9,,,5,346.6666666666667,81.5,238.30769230769232,2022,663.7960687960688
Mukitojo,142,854,3.051020408,0,3.051020408,0,0,0,0,0.005173901,0,0,0.010204082,0,0,0,0,0.367346939,0.367346939,0.06122449,0.081632653,0,0.020408163,0.020408163,0.06122449,0.06122449,0.040816327,0,0.06122449,0.040816327,0,0,0.020408163,0.06122449,0.06122449,0,0.020408163,0,2072.072727272727,47.18181818181818,0.8181818181818182,30.90909090909091,125.625,11.333333333333334,,,,,,2.75,,5.833333333333333,,2022,490.10135135135135
Muko,199,968,3.010830325,0,0,0,0,0,0,,0,0.505415162,0.007220217,0,0,0,0,0.36101083,0.36101083,0.028880866,0.057761733,0,0.014440433,0.014440433,0.014440433,0.014440433,0.014440433,0,0.014440433,0.014440433,0,0,0.014440433,0.014440433,0.015884477,0,0.014440433,0,2220.3083333333334,38.583333333333336,0.5583333333333333,32.916666666666664,66,,,,,,,4.1,,6.5,,2022,
Mukongoro,171,798,2.93877551,3.036734694,3.036734694,0,0,0,0,0.00238692,0,0,0.008163265,0,0,0,0,0.351020408,0.351020408,0.032653061,0.016326531,0,0.016326531,0.016326531,0.040816327,0.024489796,0.024489796,0,0.024489796,0.024489796,0,0,0.024489796,0.024489796,0.024489796,0,0.016326531,0,1538.676923076923,41.53846153846154,1.205769230769231,73.84615384615384,69.5,,2.5,,70,55,,,,10,23.857142857142858,2022,743.2588357588357
Mukono,255,1223,3,3.026315789,3.026315789,0,0,0,0,0.001362229,0,0,0.005263158,0,0,0,0,0.336842105,0.336842105,0.021052632,0.010526316,0,0.010526316,0.010526316,0.036842105,0.021052632,0.021052632,0,0.021052632,0.021052632,0,0,0.015789474,0.021052632,0.026315789,0,0.010526316,0,1062.6583333333333,52.666666666666664,1.9333333333333333,32.333333333333336,44.666666666666664,,21,,36.5,,,16,,213.33333333333334,277.5,2022,839.9349349
Mumpalo,49,306,3.188405797,0,3.188405797,0,0,0,0,0.005318442,0,0,0.028985507,0,0,0,0,0.347826087,0.347826087,0.057971014,0.231884058,0,0.057971014,0.057971014,0.057971014,0.028985507,0.028985507,0,0.028985507,0.028985507,0,0,0.028985507,0.028985507,0.028985507,0,0.057971014,0,1970.7333333333333,55.166666666666664,1.55,18.75,150.72727272727272,10,,,,,,8.142857142857142,,26,,2022,924.2567567567567
Munyonyi_1,155,916,4.073394495,4.073394495,4.073394495,0,0,4.073394495,0,0,0,0,0.009174312,0,0,0,0,0.357798165,0.357798165,0.036697248,0.073394495,0,0.018348624,0.018348624,0.128440367,0.110091743,0.091743119,0,0.110091743,0.165137615,0,0,0.055045872,0.036697248,0.146788991,0,0.055045872,0,1459.3,42.96666666666667,0.88,37.1,135.72,19.952380952380953,,,314.7647058823529,,28,17.333333333333332,115,72.9047619,117.91666666666667,2022,854.7092264678471
Munyonyi_2A,128,750,4.043715847,4.043715847,4.043715847,0,0,4.043715847,0,0,0,0,0.010928962,0,0,0,0,0.349726776,0.349726776,0.043715847,0.087431694,0,0.021857923,0.021857923,0.131147541,0.109289617,0.087431694,0,0.109289617,0.163934426,0,0,0.06557377,0.032786885,0.142076503,0,0.06557377,0,1332.81,48.266666666666666,1.365,35.5,143.4,7.75,4,,130.57692307692307,,,15,,126.75862068965517,174.07407407407408,2022,1111.3727477477478
Munyonyi_2B,106,616,4.108108108,4.108108108,4.108108108,0,0,4.108108108,0,0,0,0,0.013513514,0,0,0,0,0.364864865,0.364864865,0.054054054,0.108108108,0,0.027027027,0.027027027,0.135135135,0.108108108,0.094594595,0,0.108108108,0.162162162,0,0,0.081081081,0.040540541,0.148648649,0,0.081081081,0,1376.7,45.96666666666667,1.7948275862068965,28.5,105.45454545454545,5.333333333333333,100,,109,,16.5,,50,85.95833333333333,176,2022,983.7315936626281
Munyonyi_3,117,699,3.06097561,3.06097561,3.06097561,0,0,3.06097561,0,0,0,0,0.012195122,0,0,0,0,0.353658537,0.353658537,0.048780488,0.097560976,0,0.024390244,0.024390244,0.109756098,0.097560976,0.12195122,0,0.12195122,0.097560976,0,0,0.024390244,0,0.109756098,0,0.134146341,0.024390244,1266.6033333333332,47.36666666666667,0.8866071428571428,34.833333333333336,86.94444444444444,6.666666666666667,,,58.333333333333336,,,6,,126.34615384615384,121.66666666666667,2022,887.4167567567569
Munyonyi_4,77,466,3.027522936,3.027522936,3.027522936,0,0,3.027522936,0,0,0,0,0.018348624,0,0,0,0,0.348623853,0.348623853,0.073394495,0.146788991,0,0.036697248,0.036697248,0.110091743,0.091743119,0.128440367,0,0.128440367,0.091743119,0,0,0.036697248,0,0.110091743,0,0.128440367,0.036697248,1331.5791666666667,45.416666666666664,0.982608696,42.75,127.3529411764706,8.6,6,,55,,,4,70,89.04761904761905,371.5,2022,948.5482625482625
Munyonyi_5,126,750,4.022099448,4.022099448,4.022099448,0,0,4.022099448,0,0,0,0,0.011049724,0,0,0,0,0.35359116,0.35359116,0.044198895,0.08839779,0,0.022099448,0.022099448,0.132596685,0.110497238,0.08839779,0,0.110497238,0.165745856,0,0,0.066298343,0.033149171,0.143646409,0,0.066298343,0,1347.2533333333333,46.8,1.0166666666666666,23,135.54545454545453,31.833333333333332,2.25,,314.35714285714283,65,,6,95,89,121.5,2022,687.7241379310345
Murago,170,858,3.019736842,0,3.019736842,0,0,0,0,,0,0,0.006578947,0,0,0,0,0.282894737,0.282894737,0.026315789,0.052631579,0,0.013157895,0.013157895,0.046052632,0.032894737,0.026315789,0,0.019736842,0.019736842,0,0,0.026315789,0.019736842,0.039473684,0,0.026315789,0,2208.58,54.7,0.893,25,109.85714285714286,,,130,,,,3.0833333333333335,,13.6,,2022,837.6174636174636
Murambi,119.5,658,3.056583819,1.548387097,1.508196722,0,0,0,3.056583819,0,0,0,0.014851049,0,0,0,0,0.35237088,0.35237088,0.051207474,0.029702098,0,0.029702098,0.029702098,0.075797638,0.037898819,0.037898819,0,0.037898819,0.041997179999999995,0,0,0.055305835,0.037898819,0.046095540500000004,0,0.029702098,0,691.775,52.75,0.8333333333333334,36.666666666666664,68.33333333333333,,,,,,,1.875,,69.09090909,92,2022,
Murandamo,178,852,3.022364217,0,3.022364217,0,0,0,0,,0,0,0.006389776,0,0,0,0,0.287539936,0.287539936,0.025559105,0.051118211,0,0.012779553,0.012779553,0.044728435,0.031948882,0.031948882,0,0.019169329,0.019169329,0,0,0.025559105,0.019169329,0.038338658,0,0.025559105,0,2206.93,59.4,1.423,28.5,123.125,10.5,,,100,,,6.5,,7.5,,2022,733.7242242242241
Murugarama,83,483,3.103448276,0,3.103448276,0,0,0,0,0.008724553,0,0,0.017241379,0,0,0,0,0.362068966,0.362068966,0.068965517,0.137931034,0,0.034482759,0.034482759,0.068965517,0.068965517,0.034482759,0,0.068965517,0.034482759,0,0,0.034482759,0.068965517,0.068965517,0,0.034482759,0,2186.2166666666667,50.5,1.1325,52.5,117.33333333333333,13,,,,,,6.083333333333333,,8,,2022,808.3989703989705
Mushanje,280,1385,3.013972056,0,3.013972056,0,0,0,0,,0,0,0.003992016,0,0,0,0,0.279441118,0.279441118,0.015968064,0.031936128,0,0.007984032,0.007984032,0.043912176,0.031936128,0.027944112,0,0.01996008,0.01996008,0,0,0.015968064,0.01996008,0.035928144,0,0.015968064,0,2193.641666666667,48.75,1.7891666666666666,64.58333333333333,98.5,5,,,,66.66666666666667,,6.083333333333333,,5.75,,2022,901.9065315315315
Mushongati,68,337,3.05785124,0,3.05785124,0,0,0,0,,0,0,0.016528926,0,0,0,0,0.280991736,0.280991736,0.066115702,0.132231405,0,0.033057851,0.033057851,0.049586777,0.033057851,0.033057851,0,0.016528926,0.016528926,0,0,0.066115702,0.016528926,0.033057851,0,0.066115702,0,2205.225,60.25,0.6458333333333334,65.83333333333333,60.916666666666664,,,,,22,,4.375,,6.666666666666667,,2022,729.9470721
Mushunga_Bwanda,93,435,3.045454545,3.045454545,3.045454545,0,0,0,0,,0,0,0.015151515,0,0,0,0,0.348484848,0.348484848,0.03030303,0.03030303,0,0.03030303,0.03030303,0.060606061,0.045454545,0.03030303,0,0.03030303,0.045454545,0,0,0.03030303,0,0.045454545,0,0.03030303,0,1631.2,61.333333333333336,0.975,27.599999999999998,45.25,,4.5,,,,,3.125,,86.66666666666667,58.4,2022,916.0990991
Mutaaba,43,262,3.1,0,3.1,0,0,0,0,0.005673759,0,0,0.033333333,0,0,0,0,0.366666667,0.366666667,0.066666667,0.266666667,0,0.066666667,0.066666667,0.066666667,0.033333333,0.033333333,0,0.033333333,0.033333333,0,0,0.033333333,0.033333333,0.033333333,0,0.066666667,0,2073.65,40,0.7524500000000001,35,105.75,,,,,,,,,,,2022,682.1751266891891
Muziku,128,740,3.039106145,0,3.039106145,0,0,0,0,0.001749538,0,0,0.011173184,0,0,0,0,0.357541899,0.357541899,0.044692737,0.089385475,0,0.022346369,0.022346369,0.022346369,0.022346369,0.022346369,0,0.022346369,0.022346369,0,0,0.022346369,0.022346369,0.033519553,0,0.022346369,0,2038.3384615384616,45.23076923076923,0.3423076923076923,78.07692307692308,94.16666666666667,,,,,,,2.5833333333333335,,7.75,,2022,563.3945945945947
Mwefuzo,115,564,3.034825871,0,3.034825871,0,0,0,0,,0,0,0.009950249,0,0,0,0,0.288557214,0.288557214,0.039800995,0.07960199,0,0.019900498,0.019900498,0.049751244,0.039800995,0.019900498,0,0.019900498,0.039800995,0,0,0.019900498,0.019900498,0.029850746,0,0.019900498,0,1980.8454545454545,57,1.5409090909090908,26.272727272727273,256.6363636363636,,,,,,,13,,20.333333333333332,,2022,869.7432432432431
Nabweyo,68,330,3.104166667,3.104166667,3.104166667,0,0,3.104166667,0,,0,0,0.020833333,0,0,0,0,0.354166667,0.354166667,0.083333333,0.166666667,0,0.041666667,0.041666667,0.020833333,0.020833333,0.020833333,0,0.020833333,0.020833333,0,0,0.041666667,0.020833333,0.041666667,0,0.041666667,0,983.0666666666667,38.233333333333334,2.119565217391304,61.96666666666667,65,,13.2,,415.6470588235294,143.5,,,140,21,,2022,609.6853281853282
Nakawa,45,212,2.625,2.625,2.625,0,0,2.625,0,0,0,0,0.03125,0,0,0,0,0.34375,0.34375,0.125,0.25,0,0.0625,0.0625,0.03125,0.03125,0.03125,0,0.03125,0.03125,0,0,0.0625,0.03125,0.03125,0,0.0625,0.0625,1028.7549999999999,47.8,1.2964285714285713,34.85,115,,,200,774.5454545454545,200,,,,10.25,,2022,400.1674500587544
Nakisenyi,69,347,3.030927835,3.030927835,3.030927835,0,0,3.030927835,0,,0,0,0.020618557,0,0,0,0,0.350515464,0.350515464,0.082474227,0.164948454,0,0.041237113,0.041237113,0.082474227,0.041237113,0.041237113,0,0.020618557,0.041237113,0,0,0.082474227,0.020618557,0.06185567,0,0.082474227,0.144329897,1028.246875,50.75,1.330769230769231,82.28125,87,,24.833333333333332,,250.47619047619048,93.16666666666667,,43,41,40.833333333333336,,2022,500.2403055229142
Namukoko,62,288,3.103448276,3.103448276,3.103448276,0,0,3.103448276,0,0,0,0,0.022988506,0,0,0,0,0.367816092,0.367816092,0.091954023,0.183908046,0,0.045977011,0.045977011,0.045977011,0.045977011,0.045977011,0,0.045977011,0.045977011,0,0,0.045977011,0.091954023,0.045977011,0,0.068965517,0.045977011,1047.9878787878788,47.60606060606061,1.3758064516129032,44.93939393939394,144.5,,4.5,,480.90909090909093,129.25,,11.75,,38,,2022,594.3297297297297
Nansohera_B,64,279,3.066666667,3.066666667,3.066666667,0,0,3.066666667,0,0,0,0,0.022222222,0,0,0,0,0.355555556,0.355555556,0.088888889,0.177777778,0,0.044444444,0.044444444,0.044444444,0.044444444,0.044444444,0,0.044444444,0.044444444,0,0,0.044444444,0.088888889,0.044444444,0,0.066666667,0.044444444,1045.7250000000001,46.166666666666664,1.011764705882353,76.25,34,,5.5,,396,238.5,,5,,57.5,,2022,693.1216216216216
Nkamba,160,776,3.026785714,3.026785714,3.026785714,0,0,0,0,,0,0,0.008928571,0,0,0,0,0.357142857,0.357142857,0.035714286,0.071428571,0,0.017857143,0.017857143,0.035714286,0.035714286,0.035714286,0,0.035714286,0.035714286,0,0,0.017857143,0.035714286,0.044642857,0,0.017857143,0,1429.4299999999998,49.3,1.48525,36.2,71.9,,4.75,,41,,,4.666666666666667,,144.4,154,2022,672.9527027027027
Nkwenda,247,1103,2.606413994,3.020408163,3.020408163,0,0,0,0,0.001794124,0,0,0.005830904,0,0,0,0,0.361516035,0.361516035,0.023323615,0.011661808,0,0.011661808,0.011661808,0.040816327,0.023323615,0.023323615,0,0.023323615,0.023323615,0,0,0.017492711,0.023323615,0.029154519,0,0.011661808,0,1482.4083333333335,43.916666666666664,4.098333333333334,30.416666666666668,91.5,,30,,58.333333333333336,80,,19.8,55,2,,2022,740.6756756756756
Nyabirehe_Kihembe,427,2336,4.02006689,4.02006689,4.02006689,10.05016722,0,0,0,0,0,0,0.003344482,0,0,0,0,0.357859532,0.357859532,0.013377926,0.026755853,0,0.006688963,0.006688963,0.070234114,0.070234114,0.070234114,0,0.053511706,0.053511706,0,0,0.013377926,0.040133779,0.070234114,0,0.006688963,0,1117.6599999999999,49.63333333333333,1.4275862068965517,30.966666666666665,95.27586206896552,,2,83,91.25,180,,5.666666666666667,92.4,12.5,104.54545454545455,2022,674.9310810810811
Nyabubare_I,120,610,3.072289157,3.072289157,3.072289157,0,0,3.072289157,0,,0,0,0.012048193,0,0,0,0,0.361445783,0.361445783,0.024096386,0.096385542,0,0.024096386,0.024096386,0.060240964,0.024096386,0.036144578,0,0.024096386,0.036144578,0,0,0.024096386,0,0.048192771,0,0.024096386,0,1097.8466666666668,50.3,1.3839285714285714,35.666666666666664,136,3.6,3.8333333333333335,,72.5,,,3,230,163.86206896551724,204.28571428571428,2022,639.2288288288288
Nyabubare_Ii,97,482,3.089552239,3.089552239,3.089552239,0,0,3.089552239,0,,0,0,0.014925373,0,0,0,0,0.358208955,0.358208955,0.029850746,0.119402985,0,0.029850746,0.029850746,0.059701493,0.029850746,0.044776119,0,0.029850746,0.044776119,0,0,0.029850746,0,0.044776119,0,0.029850746,0,1087.23,50.4,1.02,47.333333333333336,102.19047619047619,,7.5,,70,,,13,179.66666666666666,94.12,705.5263157894736,2022,726.9059929494712
Nyabutembe,74,439,3.066666667,0,3.066666667,0,0,0,3.066666667,0,0,0,0.019047619,0,0,0,0,0.361904762,0.361904762,0.038095238,0.038095238,0,0.038095238,0.038095238,0.057142857,0.038095238,0.038095238,0,0.038095238,0.038095238,0,0,0.057142857,0.038095238,0.038095238,0,0.038095238,0,1666.1333333333332,57.083333333333336,1.8125,25.666666666666668,85.375,,,,,,,,,50.416666666666664,58.5,2022,685.3372235872235
Nyakabungo_Kashasha,108,541,3.036649215,0,3.036649215,0,0,0,0,,0,0,0.010471204,0,0,0,0,0.282722513,0.282722513,0.041884817,0.083769634,0,0.020942408,0.020942408,0.041884817,0.031413613,0.031413613,0,0.020942408,0.020942408,0,0,0.041884817,0.020942408,0.041884817,0,0.041884817,0,2109.525,53.916666666666664,0.9858333333333333,20.416666666666668,95.25,9,,,,83,,5.318181818181818,,7,,2022,812.8513513513514
Nyakagyera,61.5,314,3.106197106,3.106197106,1.540540541,0,0,3.106197106,0,,0,0,0.023614523499999998,0,0,0,0,0.35749385749999996,0.35749385749999996,0.067431068,0.188916189,0,0.047229046999999996,0.047229046999999996,0.052279553,0.030685231,0.030685231,0,0.030685231,0.030685231,0,0,0.047229046999999996,0.012121212,0.044198744,0,0.047229046999999996,0,1179.0916666666665,48.708333333333336,1.4375,47.916666666666664,102.55,12,7.25,,44,60,,,56.25,61,112,2022,932.8846153846154
Nyakanengo,82,499,3.034482759,0,3.034482759,0,0,0,3.034482759,0,0,0,0.017241379,0,0,0,0,0.362068966,0.362068966,0.034482759,0.034482759,0,0.034482759,0.034482759,0.068965517,0.034482759,0.034482759,0,0.034482759,0.034482759,0,0,0.051724138,0.034482759,0.051724138,0,0.034482759,0,842.8416666666667,49.833333333333336,0.75,51.25,110.3,,,,36.666666666666664,,,5.1,,38.18181818181818,81.42857142857143,2022,698.1433607520564
Nyakanengo_Kakari,44,265,4.262295082,0,4.262295082,0,0,4.262295082,0,0,0,0,0.032786885,0,0,0,0,0.721311475,0.721311475,0.131147541,0.262295082,0,0.06557377,0.06557377,0.131147541,0.131147541,0.098360656,0,0.098360656,0.098360656,0,0,0.163934426,0.098360656,0.131147541,0,0.06557377,0,1004.2444444444445,48.111111111111114,1.3583333333333334,28.88888888888889,158.1818181818182,,,,109,,,,,139.55555555555554,117.14285714285714,2022,845.4827262044653
Nyakarambi_I,92,546,4.093023256,0,4.093023256,0,0,4.093023256,0,0,0,0,0.015503876,0,0,0,0,0.713178295,0.713178295,0.062015504,0.124031008,0,0.031007752,0.031007752,0.124031008,0.124031008,0.108527132,0,0.108527132,0.108527132,0,0,0.07751938,0.108527132,0.139534884,0,0.031007752,0,1014.5684210526315,43.63157894736842,1.151388888888889,25.526315789473685,136.07692307692307,,2,,81.42857142857143,,,,,129.2941176470588,120,2022,866.6459459
Nyakarambi_Ii,106,625,4.108108108,0,4.108108108,0,0,4.108108108,0,0,0,0,0.013513514,0,0,0,0,0.716216216,0.716216216,0.054054054,0.108108108,0,0.027027027,0.027027027,0.121621622,0.121621622,0.108108108,0,0.108108108,0.108108108,0,0,0.067567568,0.108108108,0.135135135,0,0.027027027,0,1016.088888888889,47.074074074074076,1.2055555555555555,38.333333333333336,131.42857142857142,14,4.5,,67.28571428571429,,,,,77.8125,268.3333333333333,2022,694.3349001175088
Nyakasharara_Kihembe,157,840,4.07239819,4.07239819,4.07239819,0,0,0,0,0.00645589,0,0,0.009049774,0,0,0,0,0.352941176,0.352941176,0.036199095,0.07239819,0,0.018099548,0.018099548,0.07239819,0.07239819,0.07239819,0,0.054298643,0.054298643,0,0,0.036199095,0.036199095,0.07239819,0,0.018099548,0,1122.7066666666665,47.86666666666667,2.365517241,26.966666666666665,99.875,,8.555555555555555,,138.57142857142858,80,,,88.18181818181819,35,269.51851851851853,2022,808.5009009009009
Nyakatookye,82,483,3.025641026,3.025641026,0,0,0,0,3.025641026,0,0,0,0.017094017,0,0,0,0,0.358974359,0.358974359,0.068376068,0.034188034,0,0.034188034,0.034188034,0.068376068,0.051282051,0.051282051,0,0.051282051,0.051282051,0,0,0.068376068,0.034188034,0.051282051,0,0.034188034,0,1804.5833333333333,50.666666666666664,1.53125,71.91666666666667,76.875,,,,30,,,3,,72.5,51.875,2022,765.732545
Nyakatooma_A,78,487,3.090909091,0,3.090909091,0,0,0,3.090909091,0,0,0,0.018181818,0,0,0,0,0.363636364,0.363636364,0.072727273,0.145454545,0,0.036363636,0.036363636,0.090909091,0.054545455,0.054545455,0,0.054545455,0.054545455,0,0,0.036363636,0,0.054545455,0,0.036363636,0,1011.1999999999999,48.333333333333336,1.0416666666666667,47.5,62.77777777777778,,,,,,,2.75,,38.285714285714285,5.833333333333333,2022,788.9963144963145
Nyakatooma_B,53,310,3.173333333,0,3.173333333,0,0,0,3.173333333,0,0,0,0.026666667,0,0,0,0,0.346666667,0.346666667,0.106666667,0.213333333,0,0.053333333,0.053333333,0.106666667,0.053333333,0.053333333,0,0.053333333,0.053333333,0,0,0.053333333,0,0.053333333,0,0.053333333,0,843.8153846153847,61.46153846153846,1.2523076923076923,48.46153846153846,127.77777777777777,,,,,80,,2,,50.833333333333336,91,2022,568.2338425381904
Nyakeina,86,379,2.852459016,3.049180328,3.049180328,0,0,0,0,0.004956157,0,0,0.016393443,0,0,0,0,0.360655738,0.360655738,0.06557377,0.032786885,0,0.032786885,0.032786885,0.032786885,0.016393443,0.016393443,0,0.016393443,0.032786885,0,0,0.049180328,0.016393443,0.032786885,0,0.032786885,0,1402.4416666666666,46.083333333333336,1.6416666666666666,57.083333333333336,41,,19,,58.166666666666664,49.5,,,,30,,2022,681.1286486486487
Nyakinengo,104,618,3.020408163,0,3.020408163,0,0,0,0,0.002878074,0,0,0.013605442,0,0,0,0,0.353741497,0.353741497,0.054421769,0.108843537,0,0.027210884,0.027210884,0.054421769,0.040816327,0.040816327,0,0.040816327,0.040816327,0,0,0.027210884,0.027210884,0.040816327,0,0.027210884,0,1687.3833333333332,46.25,1.25,35,177.5,,,,,115,,,,38.583333333333336,45,2022,676.6153846153846
Nyakishojwa,175,843,3.028571429,3.028571429,3.028571429,0,0,0,0,,0,0,0.008163265,0,0,0,0,0.359183673,0.359183673,0.032653061,0.065306122,0,0.016326531,0.016326531,0.073469388,0.073469388,0.073469388,0,0.048979592,0.048979592,0,0,0.016326531,0.032653061,0.073469388,0,0.016326531,0,1220.35,48.5,0.6816666666666666,51.25,64.28571428571429,,,30,,72.5,,9,23,31.428571428571427,60.5,2022,560.1324324324324
Nyamatembe_Kacerere,136,798,3.020408163,0,3.020408163,0,0,0,0,0.005102041,0,0,0.010204082,0,0,0,0,0.346938776,0.346938776,0.06122449,0.081632653,0,0.020408163,0.020408163,0.06122449,0.06122449,0.040816327,0,0.06122449,0.040816327,0,0,0.020408163,0.06122449,0.06122449,0,0.020408163,0,2149.2083333333335,40.083333333333336,0.7873333333333333,21.25,152.33333333333334,3,,,,,,4.05,,12.5,20,2022,895.1444906444906
Nyameka,55,274,3.168831169,3.168831169,3.168831169,0,0,3.168831169,0,,0,0,0.025974026,0,0,0,0,0.363636364,0.363636364,0.051948052,0.207792208,0,0.051948052,0.051948052,0.051948052,0.025974026,0.025974026,0,0.025974026,0.025974026,0,0,0.051948052,0,0.051948052,0,0.051948052,0,1157.375,44.333333333333336,1.0645833333333334,55.208333333333336,142.6,4.875,,,103.75,,,,170,145.83333333333334,166.95652173913044,2022,665.9007051
Nyamirama_Rugarama,87,424,3.073170732,3.073170732,3.073170732,0,0,3.073170732,0,,0,0,0.016260163,0,0,0,0,0.357723577,0.357723577,0.032520325,0.130081301,0,0.032520325,0.032520325,0.081300813,0.048780488,0.032520325,0,0.032520325,0.048780488,0,0,0.032520325,0,0.048780488,0,0.032520325,0,1095.4583333333333,47.75,1.3695652173913044,30.541666666666668,96.17647058823529,,27.125,,25,,,,280,45,213.33333333333334,2022,787.3019976498238
Nyamirambi,211,1048,3.013333333,3.013333333,3.013333333,0,0,0,0,,0,0,0.006666667,0,0,0,0,0.353333333,0.353333333,0.026666667,0.053333333,0,0.013333333,0.013333333,0.066666667,0.066666667,0.066666667,0,0.053333333,0.053333333,0,0,0.013333333,0.033333333,0.066666667,0,0.013333333,0,1307.1083333333333,46.75,1.7333333333333334,48.75,107.5,,30,,,,,13,17.5,62.4,212.85714285714286,2022,818.8070829
Nyamitanga,42,249,3.066666667,3.066666667,3.066666667,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0.366666667,0.366666667,0.2,0.266666667,0,0.133333333,0.133333333,0.133333333,0.133333333,0.1,0,0.1,0.133333333,0,0,0.133333333,0.033333333,0.133333333,0,0.066666667,0,773.9250000000001,43.75,3.7458333333333336,35,246,6,4,,82,110,,7,123.33333333333333,110,37.5,2022,719.503861
Nyandongo_1A,93,545,3.046153846,3.046153846,3.046153846,0,0,3.046153846,0,0,0,0,0.015384615,0,0,0,0,0.353846154,0.353846154,0.061538462,0.123076923,0,0.030769231,0.030769231,0.107692308,0.092307692,0.123076923,0,0.123076923,0.092307692,0,0,0.030769231,0,0.107692308,0,0.138461538,0.030769231,1274.5125,41.166666666666664,0.6791666666666667,49.375,127.86666666666666,21.7,1.5,,138.83333333333334,,,4,60,78.4,58,2022,682.5710928319623
Nyandongo_1B,99,594,3.021276596,3.021276596,3.021276596,0,0,3.021276596,0,0,0,0,0.014184397,0,0,0,0,0.354609929,0.354609929,0.056737589,0.113475177,0,0.028368794,0.028368794,0.113475177,0.09929078,0.113475177,0,0.113475177,0.09929078,0,0,0.028368794,0,0.09929078,0,0.127659574,0.028368794,1307.8958333333333,47.5,1.0166666666666666,68.75,76.84210526315789,11,,,79,,,,,53.55555555555556,22.5,2022,904.7100225225225
Nyandongo_2,105,629,3.040540541,3.040540541,3.040540541,0,0,3.040540541,0,0,0,0,0.013513514,0,0,0,0,0.351351351,0.351351351,0.054054054,0.108108108,0,0.027027027,0.027027027,0.108108108,0.094594595,0.121621622,0,0.121621622,0.094594595,0,0,0.027027027,0,0.108108108,0,0.135135135,0.027027027,1273.1625000000001,46.083333333333336,0.84375,32.5,124.5625,13.25,4.25,,391.1111111111111,,,2,,77.35,167.5,2022,715.1031031031031
