pre_village,hhs,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,Beans_seeds,Maize_seeds,Soyabean_seeds,Gnuts_seeds,Onions(Basin)_seeds,Rice_seeds,Field Peas_seeds,Sweet potatoes(Bags),Millet_seeds,Irish Potatoes_seeds,Cassava (bags),Mugavu tree seedlings,Onions (Kg)_seeds,Millet.1_seeds,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Kanoni,110.0,0.013333333,0.0,0.0,0.026666667,0.006666667,0.366666667,0.366666667,0.026666667,0.026666667,0.0,0.026666667,0.026666667,0.091153926,0.091153926,0.091153926,0.0,0.091153926,0.091153926,0.0,0.0,0.026666667,0.093333333,0.093333333,0.0,0.026666667,0.0,4.0,4.0,,4.0,,,,,,,,,,,1354.4166666666667,48.25,5.497916666666666,77.5,446.5,,11.0,,1300.0,,,,,20.0,12.5,,729.9027026733332
Kanyabutaye,58.0,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.068965517,0.068965517,0.140350877,0.140350877,0.140350877,0.0,0.140350877,0.0,0.0,0.0,0.034482759,0.0,0.187134503,0.0,0.034482759,0.0,4.0,,4.0,3.0,,,,,,,,,,,842.775,42.583333333333336,1.3150000000000002,57.5,171.28571428571428,,,,76.66666666666667,,,19.33333333333333,,40.0,5.0,,654.2563208516128
Kanyankwanzi,61.0,0.022222222,0.0,0.0,0.044444444,0.0,0.338888889,0.338888889,0.133333333,0.533333333,0.0,0.177777778,0.177777778,0.110297441,0.110297441,0.110297441,0.0,0.110297441,0.110297441,0.0,0.0,0.044444444,0.0,0.110297441,0.0,0.0,0.220594883,4.0,4.0,,,,,4.0,,,,,,,,2050.4,40.833333333333336,1.21875,92.08333333333331,188.6,9.1,,175.0,,,,7.375,,21.0,,,573.0216216
Kanyankyende,127.0,0.011173184,0.0,0.0,0.0,0.0,0.357541899,0.357541899,0.044692737,0.089385475,0.0,0.022346369,0.022346369,0.033519553,0.033519553,0.033519553,0.0,0.033519553,0.033519553,0.0,0.0,0.022346369,0.033519553,0.044692737,0.0,0.022346369,0.0,3.0,3.0,,3.0,,,,,,,,,,,1464.4333333333334,40.5,0.5491666666666667,40.41666666666666,53.66666666666666,,0.0,,37.5,,,,,3.6,0.0,2022.0,645.6399613899614
Kanywansande,186.0,0.007692308,0.0,0.0,0.023076923,0.0,0.361538462,0.361538462,0.030769231,0.061538462,0.007692308,0.015384615,0.015384615,0.069230769,0.069230769,0.069230769,0.0,0.053846154,0.053846154,0.0,0.0,0.030769231,0.038461538,0.069230769,0.0,0.015384615,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1103.2,40.96666666666667,1.4017241379310343,26.766666666666666,119.0,,11.22222222222222,,116.4,119.0,,85.0,95.0,28.33333333333333,188.07142857142856,2022.0,
Karembo,66.0,0.021276596,0.0,0.0,0.0,0.0,0.361702128,0.361702128,0.042553191,0.170212766,0.0,0.042553191,0.042553191,0.085106383,0.042553191,0.042553191,0.0,0.042553191,0.042553191,0.0,0.0,0.042553191,0.0,0.042553191,0.0,0.042553191,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1048.2125,42.875,0.9291666666666668,31.041666666666668,123.8,11.5,4.0,,122.5,180.0,,5.0,108.16666666666669,64.68421053,165.34375,2022.0,611.2736486486486
Karokarungi,56.0,0.035714286,0.0,0.0,0.071428571,0.035714286,0.5,0.5,0.035714286,0.071428571,0.0,0.071428571,0.071428571,0.168954593,0.168954593,0.168954593,0.0,0.168954593,0.105596621,0.0,0.0,0.071428571,0.0,0.178571429,0.0,0.071428571,0.0,4.0,,3.0,3.0,,,,,,,,,,,570.1666666666666,42.0,1.6025,43.333333333333336,80.0,,0.0,,,,,,40.0,0.0,,,545.3036566117647
Karondo,196.0,0.007142857,0.0,0.0,0.014285714,0.0,0.35,0.333928571,0.042857143,0.171428571,0.007142857,0.057142857,0.057142857,0.106666667,0.106666667,0.106666667,0.0,0.106666667,0.106666667,0.0,0.0,0.014285714,0.0,0.106666667,0.0,0.0,0.177777778,4.0,4.0,,,,,4.0,,,,,,,,2004.9363636363637,40.63636363636363,0.7085909090909092,52.81818181818182,98.0,,,,,,,5.0,,23.33333333333333,,,773.7944307939393
Karuhara,58.0,0.068965517,0.0,0.068965517,0.068965517,0.0,0.068965517,0.068965517,0.068965517,0.068965517,0.034482759,0.068965517,0.068965517,0.517241379,0.344827586,0.172413793,0.0,0.172413793,0.172413793,0.0,0.0,0.034482759,0.0,0.517241379,0.0,0.0,0.275862069,3.0,,,3.0,,,,,,,,,,,,45.86206896551724,0.0,,,,,,,,,,,,,2020.0,901.8648648648648
Karukare,65.0,0.023255814,0.0,0.0,0.046511628,0.0,0.377906977,0.377906977,0.046511628,0.046511628,0.0,0.046511628,0.046511628,0.116663675,0.116663675,0.116663675,0.0,0.116663675,0.116663675,0.0,0.0,0.046511628,0.0,0.11627907,0.0,0.046511628,0.0,3.0,2.0,,3.0,,,,,,,,,,,916.2727272727273,47.45454545454545,1.2954545454545454,45.45454545454545,150.0,,,,,,,3.0,,74.44444444444444,155.0,,390.9619369354167
Karukonjo,102.0,0.014492754,0.0,0.0,0.028985507,0.0,0.0,0.0,0.028985507,0.028985507,0.0,0.028985507,0.028985507,0.098456956,0.098456956,0.098456956,0.0,0.098456956,0.098456956,0.0,0.0,0.028985507,0.098456956,0.0,0.0,0.0,0.0,3.0,,3.0,3.0,,,,,,,,,,,1526.5166666666669,51.41666666666666,1.3458333333333332,48.333333333333336,135.0,,3.75,,60.0,,,15.0,,114.71428571428572,30.0,,627.6362612624999
Kashaki,89.0,0.02247191,0.0,0.02247191,0.0,0.0,0.5,0.5,0.04494382,0.04494382,0.04494382,0.04494382,0.04494382,0.233918129,0.116959064,0.116959064,0.116959064,0.116959064,0.04494382,0.0,0.0,0.04494382,0.0,0.269662921,0.0,0.06741573,0.0,3.0,,,3.0,,,,,,,,,,,1367.7272727272727,57.45454545454545,1.2454545454545454,110.9090909090909,64.0,,9.666666666666666,,,,,13.0,16.0,33.888888888888886,677.75,2020.0,900.2702702702702
Kashambya,73.0,0.02739726,0.0,0.0,0.054794521,0.02739726,0.5,0.5,0.02739726,0.054794521,0.0,0.054794521,0.054794521,0.166865316,0.166865316,0.166865316,0.0,0.166865316,0.119189511,0.0,0.0,0.054794521,0.109589041,0.164383562,0.0,0.054794521,0.0,4.0,2.0,,4.0,,,,,,,,,,,1147.3333333333333,51.083333333333336,1.3666666666666665,75.83333333333333,102.14285714285714,,20.0,,,,,2.0,,70.0,236.66666666666663,,696.3688688518519
Kashambya_Kacerere,95.0,0.015037594,0.0,0.0,0.0,0.0,0.360902256,0.360902256,0.060150376,0.120300752,0.0,0.030075188,0.030075188,0.060150376,0.060150376,0.045112782,0.0,0.060150376,0.045112782,0.0,0.0,0.030075188,0.060150376,0.060150376,0.0,0.030075188,0.0,3.0,3.0,,,,,,,,0.5,,,,,2091.6583333333333,45.66666666666666,1.0166666666666666,15.25,209.0,202.0,,,,,,70.0,,29.0,,2022.0,769.9004914004913
Kashambya_Mugyera,177.0,0.007751938,0.0,0.0,0.015503876,0.0,0.0,0.0,0.046511628,0.186046512,0.0,0.062015504,0.062015504,0.091717448,0.091717448,0.091717448,0.0,0.091717448,0.091717448,0.0,0.0,0.015503876,0.0,0.091717448,0.0,0.0,0.183434896,3.0,3.0,,,,,3.0,,,,,,,,2032.95,48.875,2.55,50.0,196.66666666666663,13.0,,,,,,7.4,,10.0,,,429.6569646607692
Kashasha,156.0,0.012820513,0.0,0.025641026,0.025641026,0.0,0.0,0.0,0.012820513,0.025641026,0.0,0.025641026,0.025641026,0.143626571,0.143626571,0.143626571,0.0,0.143626571,0.0,0.0,0.0,0.012820513,0.0,0.170556553,0.0,0.0,0.0,4.0,2.0,,4.0,,,,,,,,,,,1162.5444444444445,46.333333333333336,1.1222222222222222,52.77777777777778,47.0,,2.5,,,,,2.0,,38.0,72.5,2020.0,424.55733005733
Kashasha_Ikumba,187.0,0.007874016,0.0,0.0,0.015748031,0.0,0.368110236,0.368110236,0.047244094,0.188976378,0.0,0.062992126,0.062992126,0.112185977,0.112185977,0.112185977,0.0,0.112185977,0.112185977,0.0,0.0,0.015748031,0.0,0.112185977,0.0,0.0,0.186976628,4.0,4.0,,,,,4.0,,,,,,,,1977.65,47.3,1.04,61.5,107.44444444444444,12.666666666666666,,,,,,5.1875,,26.666666666666668,,,713.2235872212121
Kashenyi,170.66666666666666,0.025286583666666668,0.0,0.011799410000000001,0.0,0.0,0.12151898733333333,0.12151898733333333,0.030349875000000002,0.03710092966666667,0.011799410000000001,0.026974347333333332,0.015174937333333334,0.15345667,0.15345667,0.023628692000000003,0.0,0.10295358633333333,0.018565401,0.0,0.0,0.015174937333333334,0.011814346000000002,0.22616033733333332,0.0,0.0033755273333333333,0.0,3.0,3.0,,3.0,,,3.0,,2.0,,,,,,989.4305555555555,37.74747474747475,0.6143939393939394,102.27272727272727,150.2777777777778,,,,170.0,,,,,88.03703703703702,57.77777777777778,2020.6666666666667,365.2225225225225
Kasoni,47.0,0.042553191,0.0,0.042553191,0.0,0.0,0.5,0.5,0.085106383,0.085106383,0.085106383,0.085106383,0.085106383,0.233918129,0.116959064,0.116959064,0.116959064,0.116959064,0.085106383,0.0,0.0,0.085106383,0.0,0.29787234,0.0,0.127659574,0.0,3.0,,,3.0,,,,,,,,,,,1419.25,54.125,0.734375,58.125,41.8,,3.0,,55.5,,,13.5,,70.0,12.2,2020.0,866.052973
Katabago_I,101.0,0.014184397,0.0,0.0,0.0,0.0,0.354609929,0.354609929,0.056737589,0.113475177,0.0,0.028368794,0.028368794,0.113475177,0.070921986,0.070921986,0.0,0.070921986,0.070921986,0.0,0.0,0.028368794,0.070921986,0.070921986,0.0,0.028368794,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1003.6967741935484,45.483870967741936,0.8709677419354839,19.548387096774192,120.0,4.5,6.916666666666667,,121.11111111111111,150.0,,,135.0,56.8,117.14285714285714,2022.0,669.2096924510718
Kataburaza,96.0,0.015151515,0.0,0.0,0.03030303,0.007575758,0.363636364,0.363636364,0.03030303,0.03030303,0.0,0.03030303,0.03030303,0.101574403,0.101574403,0.101574403,0.0,0.101574403,0.101574403,0.0,0.0,0.03030303,0.106060606,0.106060606,0.0,0.03030303,0.0,4.0,3.0,,4.0,,,,,,,,,,,1343.7272727272727,49.63636363636363,1.945681818181818,16.636363636363637,190.2,,11.0,,1300.0,,,19.33333333333333,,14.666666666666666,28.33333333333333,,855.3086486
Katagata,90.0,0.022222222,0.0,0.022222222,0.022222222,0.0,0.0,0.0,0.022222222,0.066666667,0.0,0.044444444,0.044444444,0.21574973,0.172599784,0.129449838,0.0,0.129449838,0.0,0.0,0.0,0.022222222,0.0,0.21574973,0.0,0.0,0.0,5.0,,,5.0,,,,,,,,,,,1330.6333333333334,50.083333333333336,0.93,65.0,51.4,,1.0,,,,,3.0,,0.0,0.0,2020.0,541.2146074646075
Katangyemeko,94.0,0.021276596,0.0,0.042553191,0.042553191,0.0,0.0,0.0,0.021276596,0.042553191,0.042553191,0.042553191,0.042553191,0.143626571,0.143626571,0.143626571,0.0,0.143626571,0.0,0.0,0.0,0.021276596,0.0,0.170556553,0.0,0.0,0.0,4.0,2.0,,4.0,,,,,,,,,,,477.17500000000007,42.75,1.9208333333333327,71.91666666666667,53.333333333333336,,,,,,,,65.0,67.0,47.142857142857146,2020.0,432.4618096357227
Katehe,88.0,0.016129032,0.0,0.0,0.0,0.0,0.35483871,0.35483871,0.032258065,0.129032258,0.0,0.032258065,0.032258065,0.048387097,0.032258065,0.032258065,0.0,0.032258065,0.032258065,0.0,0.0,0.032258065,0.0,0.048387097,0.0,0.032258065,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1095.625,45.79166666666666,1.3727272727272728,24.791666666666668,132.91666666666666,,5.0,,690.0,,,,40.0,57.41666666666666,222.72727272727272,2022.0,834.1196911196911
Kateija,57.0,0.007380074,0.0,0.0,0.0,0.0,0.103321033,0.103321033,0.029520295,0.05904059,0.0,0.014760148,0.014760148,0.014760148,0.009594096,0.009594096,0.0,0.009594096,0.009594096,0.0,0.0,0.014760148,0.007380074,0.009594096,0.0,0.014760148,0.0,3.0,,3.0,3.0,,,,,,,,,,,579.4,39.833333333333336,1.3208333333333333,63.75,81.36363636363636,,3.25,,,30.0,,6.454545454545454,45.0,44.5,77.72727272727273,2022.0,556.6277641277642
Katembe,59.0,0.033898305,0.0,0.0,0.06779661,0.016949153,0.25,0.25,0.06779661,0.06779661,0.0,0.06779661,0.06779661,0.185430464,0.169491525,0.185430464,0.0,0.169491525,0.0,0.0,0.0,0.0,0.0,0.169491525,0.0,0.06779661,0.0,5.0,4.0,,5.0,,,,,,,,,,,1324.25,56.75,1.1445833333333333,20.916666666666668,289.7142857142857,,,,1300.0,130.0,,8.25,,96.25,70.83333333333333,,735.0467342458334
Katiba,228.0,0.00623053,0.0,0.0,0.0,0.0,0.355140187,0.355140187,0.024922118,0.049844237,0.0,0.012461059,0.012461059,0.068535826,0.068535826,0.068535826,0.0,0.049844237,0.049844237,0.0,0.0,0.012461059,0.037383178,0.068535826,0.0,0.012461059,0.0,3.0,3.0,,3.0,,,,,,,,,,,1461.8666666666668,45.16666666666666,0.5750000000000001,90.0,191.0,,20.0,,250.0,71.5,,,,60.0,82.4,2022.0,835.5927306616962
Katojo,348.0,0.003590664,0.0,0.0,0.007181329,0.0,0.312387792,0.312387792,0.021543986,0.086175943,0.0,0.028725314,0.028725314,0.095203898,0.095203898,0.095203898,0.0,0.095203898,0.095203898,0.0,0.0,0.007181329,0.0,0.095203898,0.0,0.0,0.158673164,4.0,4.0,,,,,4.0,,,,,,,,1798.9181818181817,43.90909090909091,0.3181818181818182,42.27272727272727,152.0,84.0,,,,,,10.0,,12.5,,,678.7385586
Katungu,216.5,0.015052264999999999,0.0,0.0,0.024390244,0.0,0.177142857,0.177142857,0.0358188155,0.047247387,0.024390244,0.030104529499999998,0.030104529499999998,0.1682184875,0.1682184875,0.1682184875,0.0,0.1682184875,0.1682184875,0.0,0.0,0.030104529499999998,0.1682184875,0.022857143,0.0,0.0057142855,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1676.5991666666666,51.24166666666667,1.5279166666666668,77.04166666666667,79.25,,,,100.0,,,3.0,,127.82272727272728,87.26190476190477,2022.0,765.2325450166667
Katungu_Kacerere,96.0,0.014705882,0.0,0.0,0.0,0.0,0.352941176,0.352941176,0.058823529,0.117647059,0.0,0.029411765,0.029411765,0.058823529,0.058823529,0.044117647,0.0,0.058823529,0.044117647,0.0,0.0,0.029411765,0.058823529,0.058823529,0.0,0.029411765,0.0,3.0,3.0,,,,,,,,0.5,,,,,2108.8900000000003,51.0,1.3122,35.0,192.0,12.5,,,,,,7.5,,,,2022.0,932.0579150579152
Katwa,73.0,0.02739726,0.0,0.02739726,0.0,0.0,0.02739726,0.02739726,0.054794521,0.082191781,0.02739726,0.054794521,0.054794521,0.225776105,0.225776105,0.112888053,0.112888053,0.112888053,0.0,0.0,0.0,0.02739726,0.0,0.273972603,0.0,0.082191781,0.0,4.0,,,4.0,,,,,2.0,,,,,,1488.5,49.75,1.96875,17.5,90.75,,,,77.5,,,5.375,,235.7142857142857,23.25,2020.0,742.8918918918919
Kazahi,90.0,0.015625,0.0,0.0,0.03125,0.0078125,0.3515625,0.3515625,0.03125,0.03125,0.0,0.03125,0.03125,0.087399006,0.087399006,0.087399006,0.0,0.087399006,0.087399006,0.0,0.0,0.03125,0.09375,0.09375,0.0,0.03125,0.0,4.0,4.0,,4.0,,,,,,,,,,,1553.909090909091,47.63636363636363,1.6159090909090912,39.54545454545455,327.5,,8.0,,1300.0,,,3.0,,117.5,129.0,,770.3724012576923
Kazindiro_Nangara,128.0,0.010695187,0.0,0.0,0.021390374,0.0,0.342245989,0.342245989,0.064171123,0.256684492,0.0,0.085561497,0.085561497,0.11139007,0.11139007,0.11139007,0.0,0.11139007,0.11139007,0.0,0.0,0.021390374,0.0,0.11139007,0.0,0.0,0.222780139,4.0,4.0,,,,,4.0,,,,,,,,1940.025,52.66666666666666,1.39625,43.16666666666666,122.66666666666669,5.75,,,,,,8.5,,10.0,,,664.4001743774194
Kazuru,85.0,0.023529412,0.0,0.023529412,0.0,0.0,0.023529412,0.023529412,0.047058824,0.070588235,0.023529412,0.047058824,0.047058824,0.225776105,0.225776105,0.112888053,0.112888053,0.112888053,0.0,0.0,0.0,0.023529412,0.0,0.282352941,0.0,0.070588235,0.0,4.0,,,4.0,,,,,2.0,,,,,,1478.1666666666667,46.75,1.3520833333333333,22.5,63.66666666666666,,3.15,46.5,56.333333333333336,69.0,,4.716666666666667,,63.5,81.11111111111111,2020.0,621.8485257985258
Kengoma_Kihembe,330.0,0.004301075,0.0,0.0,0.0,0.0,0.356989247,0.356989247,0.017204301,0.034408602,0.0,0.008602151,0.008602151,0.068817204,0.068817204,0.068817204,0.0,0.055913978,0.055913978,0.0,0.0,0.017204301,0.038709677,0.068817204,0.0,0.008602151,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1147.28,43.93333333333333,1.3810344827586205,32.5,90.6206896551724,9.0,12.175,86.25,93.92307692307692,127.6,,3.5,41.71428571428572,10.166666666666666,186.92307692307693,2022.0,645.1853281853282
Kengyeya,135.0,0.014814815,0.0,0.0,0.02962963,0.014814815,0.5,0.5,0.014814815,0.02962963,0.0,0.02962963,0.02962963,0.168954593,0.168954593,0.168954593,0.0,0.168954593,0.105596621,0.0,0.0,0.02962963,0.0,0.162962963,0.0,0.02962963,0.0,4.0,,3.0,3.0,,,,,,,,,,,0.0,51.333333333333336,1.5854166666666665,43.333333333333336,220.0,,4.0,,,,,6.0,,0.0,,,550.6576576900001
Kenshumba,105.0,0.019047619,0.0,0.019047619,0.019047619,0.0,0.0,0.0,0.019047619,0.057142857,0.0,0.038095238,0.038095238,0.21574973,0.172599784,0.129449838,0.0,0.129449838,0.0,0.0,0.0,0.019047619,0.0,0.21574973,0.0,0.0,0.0,5.0,,,5.0,,,,,,,,,,,1617.4833333333331,44.5,1.1041666666666667,31.58333333333333,85.25,,,,,,,,,51.4,92.8,2020.0,521.982801
Kibara,105.0,0.010810811,0.0,0.0,0.0,0.0,0.281081081,0.281081081,0.043243243,0.086486486,0.0,0.021621622,0.021621622,0.075675676,0.064864865,0.064864865,0.0,0.064864865,0.043243243,0.0,0.0,0.021621622,0.043243243,0.064864865,0.0,0.021621622,0.0,3.0,3.0,,,,,,,,0.5,,,,,2084.8416666666667,49.333333333333336,0.6666666666666666,60.833333333333336,137.72727272727272,1.5,,220.0,,,,10.333333333333334,,3.888888888888889,,2022.0,913.9338303821062
Kibarama,158.0,0.0,0.0,0.0,0.0,0.0,0.006329114,0.006329114,0.037974684,0.037974684,0.012658228,0.025316456,0.037974684,0.189873418,0.13318535,0.063291139,0.0,0.0,0.063291139,0.0,0.0,0.025316456,0.0,0.177580466,0.0,0.0,0.202531646,3.0,,,4.0,,,,,,,,,,,,44.2,0.0,,,,,,,,,,,,,2020.0,416.2747747747748
Kibare,92.0,0.015503876,0.0,0.0,0.0,0.0,0.356589147,0.356589147,0.062015504,0.124031008,0.0,0.031007752,0.031007752,0.031007752,0.031007752,0.031007752,0.0,0.031007752,0.031007752,0.0,0.0,0.031007752,0.031007752,0.031007752,0.0,0.031007752,0.0,3.0,3.0,,,,,,,,0.25,,,,,2039.65,57.583333333333336,0.7166666666666668,49.583333333333336,116.1,26.0,,,,,,6.125,,32.666666666666664,,2022.0,588.5840188014101
Kibaya,63.0,0.031746032,0.0,0.063492063,0.063492063,0.0,0.0,0.0,0.031746032,0.063492063,0.0,0.063492063,0.063492063,0.143626571,0.143626571,0.143626571,0.0,0.143626571,0.0,0.0,0.0,0.031746032,0.0,0.170556553,0.0,0.0,0.0,4.0,2.0,,4.0,,,,,,,,,,,578.425,49.583333333333336,0.8958333333333334,37.083333333333336,95.5,,1.6666666666666667,,,50.0,,6.5,35.5,18.0,9.2,2020.0,605.2937720329026
Kibeho,87.0,0.015625,0.0,0.0,0.03125,0.0,0.0,0.0,0.03125,0.03125,0.0,0.03125,0.03125,0.090538773,0.090538773,0.090538773,0.0,0.090538773,0.090538773,0.0,0.0,0.03125,0.090538773,0.0,0.0,0.0,0.0,3.0,,3.0,3.0,,,,,,,,,,,1807.6833333333332,51.91666666666666,1.175,32.5,140.0,,,,,,,,,56.6,100.0,,697.9976658363637
Kibingo,108.0,0.018518519,0.0,0.037037037,0.037037037,0.0,0.0,0.0,0.018518519,0.037037037,0.0,0.037037037,0.037037037,0.143626571,0.143626571,0.143626571,0.0,0.143626571,0.0,0.0,0.0,0.018518519,0.0,0.170556553,0.0,0.0,0.0,4.0,2.0,,4.0,,,,,,,,,,,1175.0,46.5,1.525,29.166666666666668,110.0,,,,19.25,,,8.4,85.0,73.33333333333333,109.77777777777776,2020.0,543.4090090090091
Kibishamwika,74.0,0.027027027,0.0,0.0,0.054054054,0.027027027,0.5,0.5,0.027027027,0.054054054,0.0,0.054054054,0.054054054,0.120378332,0.120378332,0.120378332,0.0,0.120378332,0.120378332,0.0,0.0,0.054054054,0.0,0.108108108,0.0,0.054054054,0.0,4.0,3.0,,4.0,,,,,,,,,,,1251.090909090909,49.27272727272727,1.5727272727272723,75.45454545454545,112.57142857142856,,2.0,,,,,3.0,,125.0,166.66666666666666,,629.0900901083334
Kigarama,67.0,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.059701493,0.059701493,0.140350877,0.140350877,0.140350877,0.0,0.140350877,0.0,0.0,0.0,0.029850746,0.0,0.187134503,0.0,0.029850746,0.0,4.0,,4.0,3.0,,,,,,,,,,,1597.2166666666665,47.75,1.06183125,64.16666666666667,97.875,,,,,,,3.0,,84.22222222222223,67.5,,742.5166666633334
Kigarya,38.0,0.037037037,0.0,0.0,0.0,0.0,0.37037037,0.37037037,0.074074074,0.296296296,0.0,0.074074074,0.074074074,0.037037037,0.037037037,0.037037037,0.0,0.037037037,0.037037037,0.0,0.0,0.037037037,0.037037037,0.037037037,0.0,0.074074074,0.0,3.0,3.0,,,,,,,,0.25,,,,,2143.9500000000003,50.25,1.5058333333333334,61.91666666666666,125.27272727272728,,,,,,,6.5625,,5.0,,2022.0,807.2909379968204
Kigimbi A,120.0,0.016666667,0.016666667,0.0,0.033333333,0.0,0.0,0.0,0.016666667,0.033333333,0.0,0.033333333,0.033333333,0.167064439,0.119331742,0.119331742,0.0,0.119331742,0.0,0.0,0.0,0.016666667,0.0,0.190930788,0.0,0.0,0.0,4.0,,2.0,4.0,,,,,,,,,,,1578.7833333333333,52.75,1.91875,17.083333333333332,76.66666666666667,,,,,470.0,,,,105.9,116.66666666666669,2020.0,453.5855855855856
Kigimbi B,60.0,0.033333333,0.033333333,0.0,0.066666667,0.0,0.0,0.0,0.033333333,0.066666667,0.0,0.066666667,0.066666667,0.167064439,0.119331742,0.119331742,0.0,0.119331742,0.0,0.0,0.0,0.033333333,0.0,0.190930788,0.0,0.0,0.0,4.0,,2.0,4.0,,,,,,,,,,,849.9909091,45.72727272727273,0.9545454545454546,42.72727272727273,48.0,,3.5,,,,,,,0.0,0.0,2020.0,647.3211446740859
Kigongi,172.0,0.008474576,0.0,0.0,0.016949153,0.0,0.36440678,0.36440678,0.050847458,0.203389831,0.0,0.06779661,0.06779661,0.118602695,0.118602695,0.118602695,0.0,0.118602695,0.118602695,0.0,0.0,0.016949153,0.0,0.118602695,0.0,0.0,0.237205389,4.0,4.0,,,,,4.0,,,,,,,,1910.62,51.5,1.388,72.0,114.0,6.0,,,,,,3.8,,13.0,,,733.1855855333334
Kigoyi,61.0,0.025641026,0.0,0.0,0.051282051,0.0,0.391025641,0.391025641,0.0,0.051282051,0.0,0.051282051,0.051282051,0.101962358,0.101962358,0.101962358,0.0,0.101962358,0.101962358,0.0,0.0,0.051282051,0.0,0.101962358,0.0,0.0,0.0,3.0,,3.0,3.0,,,,,,,,,,,1536.8454545454545,54.0,0.75,33.63636363636363,98.57142857142856,,5.5,,52.5,,,4.375,,80.0,82.0,,818.9783783633334
Kihembe_Central,123.0,0.011560694,0.0,0.0,0.0,0.0,0.358381503,0.358381503,0.046242775,0.092485549,0.0,0.023121387,0.023121387,0.069364162,0.069364162,0.069364162,0.0,0.057803468,0.057803468,0.0,0.0,0.046242775,0.034682081,0.069364162,0.0,0.023121387,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1123.05,49.63333333333333,2.035,34.833333333333336,95.55172413793105,,6.181818181818182,175.0,110.9090909090909,,,7.666666666666667,64.875,27.818181818181817,230.74074074074076,2022.0,775.9711090400746
Kihorongwa,65.0,0.021978022,0.0,0.0,0.043956044,0.0,0.357142857,0.357142857,0.131868132,0.527472527,0.0,0.175824176,0.175824176,0.116238521,0.116238521,0.116238521,0.0,0.116238521,0.116238521,0.0,0.0,0.043956044,0.0,0.116238521,0.0,0.0,0.232477043,4.0,4.0,,,,,4.0,,,,,,,,2007.9,48.41666666666666,0.1958333333333333,78.08333333333333,141.75,6.0,,130.0,,,,45.61111111111112,,40.0,,,727.3452088136364
Kihumuro,76.0,0.026315789,0.0,0.0,0.052631579,0.013157895,0.25,0.25,0.052631579,0.052631579,0.0,0.052631579,0.052631579,0.172711572,0.172711572,0.172711572,0.0,0.172711572,0.0,0.0,0.0,0.0,0.0,0.236842105,0.0,0.052631579,0.0,4.0,3.0,,3.0,,,,,,,,,,,1413.7272727272727,43.0,1.0909090909090908,22.727272727272727,216.625,,11.0,28.0,1300.0,75.0,,,,64.66666666666667,86.25,,788.4238328727272
Kihungye,159.0,0.012578616,0.0,0.025157233,0.025157233,0.0,0.0,0.0,0.012578616,0.025157233,0.0,0.025157233,0.025157233,0.143626571,0.143626571,0.143626571,0.0,0.143626571,0.0,0.0,0.0,0.012578616,0.0,0.170556553,0.0,0.0,0.0,4.0,2.0,,4.0,,,,,,,,,,,1163.2666666666669,51.083333333333336,1.8270625,24.58333333333333,56.42857142857143,,,,,450.0,,4.5,,49.66666666666666,198.57142857142856,2020.0,582.4881756756756
Kijubwe,50.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.08,4.0,0.0,0.08,0.08,0.320512821,0.320512821,0.320512821,0.192307692,0.0,0.0,0.0,0.0,0.0,0.0,0.461538462,0.0,0.0,0.0,3.0,,3.0,,,,,,,0.25,,,,,329.35,46.2,0.5638,31.6,40.66666666666666,,,,,,,5.0,,17.666666666666668,,2020.0,691.3288288288288
