pre_village,hhs,hot_pepper_tins_organic_pesticides,derris_tin_organic_pesticides,neem_kg_organic_pesticides,onions_bags_organic_pesticides,tephrosia_kgs_organic_pesticides,garlic_kgs_organic_pesticides,ginger_kgs_organic_pesticides,plastic_tanks_120_ltrs_liquid_manure,sacks_liquid_manure,sisal_rope_liquid_manure,filter_liquid_manure,mortar_&_pestle_liquid_manure,hoes_tools,spades_tools,pick_axes_tools,forked_spades_tools,forked_hoes_tools,pangas_tools,secateurs_tools,gloves_tools,wheelbarrows_tools,trowels_tools,watering_cans_tools,jerrican_tools,spray_pumps_tools,turplins_tools,Beans_seeds,Maize_seeds,Soyabean_seeds,Gnuts_seeds,Onions(Basin)_seeds,Rice_seeds,Field Peas_seeds,Sweet potatoes(Bags),Millet_seeds,Irish Potatoes_seeds,Cassava (bags),Mugavu tree seedlings,Onions (Kg)_seeds,Millet.1_seeds,GPS-Altitude,hhh_age,Land_size_agriculture,Time_to_collect_Water_for_Household_use_Minutes,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,cohort,Agriculture Value (USD)
Mushunga_Bwanda,93.0,0.015151515,0.0,0.0,0.0,0.0,0.348484848,0.348484848,0.03030303,0.03030303,0.0,0.03030303,0.03030303,0.060606061,0.045454545,0.03030303,0.0,0.03030303,0.045454545,0.0,0.0,0.03030303,0.0,0.045454545,0.0,0.03030303,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1631.2,61.333333333333336,0.975,27.599999999999998,45.25,,4.5,,,,,3.125,,86.66666666666667,58.4,2022.0,916.099099099099
Mutaaba,43.0,0.033333333,0.0,0.0,0.0,0.0,0.366666667,0.366666667,0.066666667,0.266666667,0.0,0.066666667,0.066666667,0.066666667,0.033333333,0.033333333,0.0,0.033333333,0.033333333,0.0,0.0,0.033333333,0.033333333,0.033333333,0.0,0.066666667,0.0,3.0,3.0,,,,,,,,0.25,,,,,2073.65,40.0,0.7524500000000001,35.0,105.75,,,,,,,,,,,2022.0,682.1751266891891
Muziku,128.0,0.011173184,0.0,0.0,0.0,0.0,0.357541899,0.357541899,0.044692737,0.089385475,0.0,0.022346369,0.022346369,0.022346369,0.022346369,0.022346369,0.0,0.022346369,0.022346369,0.0,0.0,0.022346369,0.022346369,0.033519553,0.0,0.022346369,0.0,3.0,3.0,,,,,,,,0.25,,,,,2038.3384615384616,45.23076923076923,0.3423076923076923,78.07692307692308,94.16666666666667,,,,,,,2.5833333333333335,,7.75,,2022.0,563.3945945945947
Mwefuzo,115.0,0.009950249,0.0,0.0,0.0,0.0,0.288557214,0.288557214,0.039800995,0.07960199,0.0,0.019900498,0.019900498,0.049751244,0.039800995,0.019900498,0.0,0.019900498,0.039800995,0.0,0.0,0.019900498,0.019900498,0.029850746,0.0,0.019900498,0.0,3.0,3.0,,,,,,,,0.5,,,,,1980.8454545454545,57.0,1.5409090909090908,26.272727272727273,256.6363636363636,,,,,,,13.0,,20.333333333333332,,2022.0,869.7432432432431
Nabweyo,68.0,0.020833333,0.0,0.0,0.0,0.0,0.354166667,0.354166667,0.083333333,0.166666667,0.0,0.041666667,0.041666667,0.020833333,0.020833333,0.020833333,0.0,0.020833333,0.020833333,0.0,0.0,0.041666667,0.020833333,0.041666667,0.0,0.041666667,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,983.0666666666667,38.233333333333334,2.119565217391304,61.96666666666667,65.0,,13.2,,415.6470588235294,143.5,,,140.0,21.0,,2022.0,609.6853281853282
Nakawa,45.0,0.03125,0.0,0.0,0.0,0.0,0.34375,0.34375,0.125,0.25,0.0,0.0625,0.0625,0.03125,0.03125,0.03125,0.0,0.03125,0.03125,0.0,0.0,0.0625,0.03125,0.03125,0.0,0.0625,0.0625,3.0,3.0,3.0,,,,,,,,,,,,1028.7549999999999,47.8,1.2964285714285713,34.85,115.0,,,200.0,774.5454545454545,200.0,,,,10.25,,2022.0,400.1674500587544
Nakisenyi,69.0,0.020618557,0.0,0.0,0.0,0.0,0.350515464,0.350515464,0.082474227,0.164948454,0.0,0.041237113,0.041237113,0.082474227,0.041237113,0.041237113,0.0,0.020618557,0.041237113,0.0,0.0,0.082474227,0.020618557,0.06185567,0.0,0.082474227,0.144329897,3.0,3.0,3.0,3.0,,,,,,,,,,,1028.246875,50.75,1.330769230769231,82.28125,87.0,,24.833333333333332,,250.47619047619048,93.16666666666667,,43.0,41.0,40.833333333333336,,2022.0,500.2403055229142
Namukoko,62.0,0.022988506,0.0,0.0,0.0,0.0,0.367816092,0.367816092,0.091954023,0.183908046,0.0,0.045977011,0.045977011,0.045977011,0.045977011,0.045977011,0.0,0.045977011,0.045977011,0.0,0.0,0.045977011,0.091954023,0.045977011,0.0,0.068965517,0.045977011,3.0,3.0,3.0,,,,,,,,,,,,1047.9878787878788,47.60606060606061,1.3758064516129032,44.93939393939394,144.5,,4.5,,480.90909090909093,129.25,,11.75,,38.0,,2022.0,594.3297297297297
Nansohera_B,64.0,0.022222222,0.0,0.0,0.0,0.0,0.355555556,0.355555556,0.088888889,0.177777778,0.0,0.044444444,0.044444444,0.044444444,0.044444444,0.044444444,0.0,0.044444444,0.044444444,0.0,0.0,0.044444444,0.088888889,0.044444444,0.0,0.066666667,0.044444444,3.0,3.0,3.0,,,,,,,,,,,,1045.7250000000001,46.166666666666664,1.011764705882353,76.25,34.0,,5.5,,396.0,238.5,,5.0,,57.5,,2022.0,693.1216216216216
Nkamba,160.0,0.008928571,0.0,0.0,0.0,0.0,0.357142857,0.357142857,0.035714286,0.071428571,0.0,0.017857143,0.017857143,0.035714286,0.035714286,0.035714286,0.0,0.035714286,0.035714286,0.0,0.0,0.017857143,0.035714286,0.044642857,0.0,0.017857143,0.0,3.0,3.0,,3.0,,,,,,,,,,,1429.4299999999998,49.3,1.48525,36.2,71.9,,4.75,,41.0,,,4.666666666666667,,144.4,154.0,2022.0,672.9527027027027
Nyabirehe_Kihembe,427.0,0.003344482,0.0,0.0,0.0,0.0,0.357859532,0.357859532,0.013377926,0.026755853,0.0,0.006688963,0.006688963,0.070234114,0.070234114,0.070234114,0.0,0.053511706,0.053511706,0.0,0.0,0.013377926,0.040133779,0.070234114,0.0,0.006688963,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1117.6599999999999,49.63333333333333,1.4275862068965517,30.966666666666665,95.27586206896552,,2.0,83.0,91.25,180.0,,5.666666666666667,92.4,12.5,104.54545454545455,2022.0,674.9310810810811
Nyabubare_I,120.0,0.012048193,0.0,0.0,0.0,0.0,0.361445783,0.361445783,0.024096386,0.096385542,0.0,0.024096386,0.024096386,0.060240964,0.024096386,0.036144578,0.0,0.024096386,0.036144578,0.0,0.0,0.024096386,0.0,0.048192771,0.0,0.024096386,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1097.8466666666668,50.3,1.3839285714285714,35.666666666666664,136.0,3.6,3.8333333333333335,,72.5,,,3.0,230.0,163.86206896551724,204.28571428571428,2022.0,639.2288288288288
Nyakabungo_Kashasha,108.0,0.010471204,0.0,0.0,0.0,0.0,0.282722513,0.282722513,0.041884817,0.083769634,0.0,0.020942408,0.020942408,0.041884817,0.031413613,0.031413613,0.0,0.020942408,0.020942408,0.0,0.0,0.041884817,0.020942408,0.041884817,0.0,0.041884817,0.0,3.0,3.0,,,,,,,,0.5,,,,,2109.525,53.916666666666664,0.9858333333333333,20.416666666666668,95.25,9.0,,,,83.0,,5.318181818181818,,7.0,,2022.0,812.8513513513514
Nyakagyera,61.5,0.023614523499999998,0.0,0.0,0.0,0.0,0.35749385749999996,0.35749385749999996,0.0674310675,0.188916189,0.0,0.047229046999999996,0.047229046999999996,0.0522795525,0.0306852305,0.0306852305,0.0,0.0306852305,0.0306852305,0.0,0.0,0.047229046999999996,0.012121212,0.044198744,0.0,0.047229046999999996,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1179.0916666666665,48.708333333333336,1.4375,47.916666666666664,102.55,12.0,7.25,,44.0,60.0,,,56.25,61.0,112.0,2022.0,932.8846153846154
Nyakanengo_Kakari,44.0,0.032786885,0.0,0.0,0.0,0.0,0.721311475,0.721311475,0.131147541,0.262295082,0.0,0.06557377,0.06557377,0.131147541,0.131147541,0.098360656,0.0,0.098360656,0.098360656,0.0,0.0,0.163934426,0.098360656,0.131147541,0.0,0.06557377,0.0,4.0,4.0,4.0,,,,,,,,,,,,1004.2444444444445,48.111111111111114,1.3583333333333334,28.88888888888889,158.1818181818182,,,,109.0,,,,,139.55555555555554,117.14285714285714,2022.0,845.4827262044653
Nyakarambi_I,92.0,0.015503876,0.0,0.0,0.0,0.0,0.713178295,0.713178295,0.062015504,0.124031008,0.0,0.031007752,0.031007752,0.124031008,0.124031008,0.108527132,0.0,0.108527132,0.108527132,0.0,0.0,0.07751938,0.108527132,0.139534884,0.0,0.031007752,0.0,4.0,4.0,4.0,,,,,,,,,,,,1014.5684210526315,43.63157894736842,1.151388888888889,25.526315789473685,136.07692307692307,,2.0,,81.42857142857143,,,,,129.2941176470588,120.0,2022.0,866.645945945946
Nyakasharara_Kihembe,157.0,0.009049774,0.0,0.0,0.0,0.0,0.352941176,0.352941176,0.036199095,0.07239819,0.0,0.018099548,0.018099548,0.07239819,0.07239819,0.07239819,0.0,0.054298643,0.054298643,0.0,0.0,0.036199095,0.036199095,0.07239819,0.0,0.018099548,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1122.7066666666665,47.86666666666667,2.36551724137931,26.966666666666665,99.875,,8.555555555555555,,138.57142857142858,80.0,,,88.18181818181819,35.0,269.51851851851853,2022.0,808.5009009009009
Nyakishojwa,175.0,0.008163265,0.0,0.0,0.0,0.0,0.359183673,0.359183673,0.032653061,0.065306122,0.0,0.016326531,0.016326531,0.073469388,0.073469388,0.073469388,0.0,0.048979592,0.048979592,0.0,0.0,0.016326531,0.032653061,0.073469388,0.0,0.016326531,0.0,3.0,3.0,,3.0,,,,,,,,,,,1220.35,48.5,0.6816666666666666,51.25,64.28571428571429,,,30.0,,72.5,,9.0,23.0,31.428571428571427,60.5,2022.0,560.1324324324324
Nyamatembe_Kacerere,136.0,0.010204082,0.0,0.0,0.0,0.0,0.346938776,0.346938776,0.06122449,0.081632653,0.0,0.020408163,0.020408163,0.06122449,0.06122449,0.040816327,0.0,0.06122449,0.040816327,0.0,0.0,0.020408163,0.06122449,0.06122449,0.0,0.020408163,0.0,3.0,3.0,,,,,,,,0.5,,,,,2149.2083333333335,40.083333333333336,0.7873333333333333,21.25,152.33333333333334,3.0,,,,,,4.05,,12.5,20.0,2022.0,895.1444906444906
Nyameka,55.0,0.025974026,0.0,0.0,0.0,0.0,0.363636364,0.363636364,0.051948052,0.207792208,0.0,0.051948052,0.051948052,0.051948052,0.025974026,0.025974026,0.0,0.025974026,0.025974026,0.0,0.0,0.051948052,0.0,0.051948052,0.0,0.051948052,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1157.375,44.333333333333336,1.0645833333333334,55.208333333333336,142.6,4.875,,,103.75,,,,170.0,145.83333333333334,166.95652173913044,2022.0,665.900705052879
Nyamirama_Rugarama,87.0,0.016260163,0.0,0.0,0.0,0.0,0.357723577,0.357723577,0.032520325,0.130081301,0.0,0.032520325,0.032520325,0.081300813,0.048780488,0.032520325,0.0,0.032520325,0.048780488,0.0,0.0,0.032520325,0.0,0.048780488,0.0,0.032520325,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1095.4583333333333,47.75,1.3695652173913044,30.541666666666668,96.17647058823529,,27.125,,25.0,,,,280.0,45.0,213.33333333333334,2022.0,787.3019976498238
Nyamirambi,211.0,0.006666667,0.0,0.0,0.0,0.0,0.353333333,0.353333333,0.026666667,0.053333333,0.0,0.013333333,0.013333333,0.066666667,0.066666667,0.066666667,0.0,0.053333333,0.053333333,0.0,0.0,0.013333333,0.033333333,0.066666667,0.0,0.013333333,0.0,3.0,3.0,,3.0,,,,,,,,,,,1307.1083333333333,46.75,1.7333333333333334,48.75,107.5,,30.0,,,,,13.0,17.5,62.4,212.85714285714286,2022.0,818.807082945014
Nyandongo_1A,93.0,0.015384615,0.0,0.0,0.0,0.0,0.353846154,0.353846154,0.061538462,0.123076923,0.0,0.030769231,0.030769231,0.107692308,0.092307692,0.123076923,0.0,0.123076923,0.092307692,0.0,0.0,0.030769231,0.0,0.107692308,0.0,0.138461538,0.030769231,3.0,3.0,3.0,3.0,,,,,,,,,,,1274.5125,41.166666666666664,0.6791666666666667,49.375,127.86666666666666,21.7,1.5,,138.83333333333334,,,4.0,60.0,78.4,58.0,2022.0,682.5710928319623
Nyandongo_1B,99.0,0.014184397,0.0,0.0,0.0,0.0,0.354609929,0.354609929,0.056737589,0.113475177,0.0,0.028368794,0.028368794,0.113475177,0.09929078,0.113475177,0.0,0.113475177,0.09929078,0.0,0.0,0.028368794,0.0,0.09929078,0.0,0.127659574,0.028368794,3.0,3.0,3.0,3.0,,,,,,,,,,,1307.8958333333333,47.5,1.0166666666666666,68.75,76.84210526315789,11.0,,,79.0,,,,,53.55555555555556,22.5,2022.0,904.7100225225225
Nyandongo_2,105.0,0.013513514,0.0,0.0,0.0,0.0,0.351351351,0.351351351,0.054054054,0.108108108,0.0,0.027027027,0.027027027,0.108108108,0.094594595,0.121621622,0.0,0.121621622,0.094594595,0.0,0.0,0.027027027,0.0,0.108108108,0.0,0.135135135,0.027027027,3.0,3.0,3.0,3.0,,,,,,,,,,,1273.1625000000001,46.083333333333336,0.84375,32.5,124.5625,13.25,4.25,,391.1111111111111,,,2.0,,77.35,167.5,2022.0,715.1031031031031
Nyandongo_3,74.0,0.019230769,0.0,0.0,0.0,0.0,0.365384615,0.365384615,0.076923077,0.153846154,0.0,0.038461538,0.038461538,0.115384615,0.096153846,0.115384615,0.0,0.115384615,0.096153846,0.0,0.0,0.038461538,0.0,0.096153846,0.0,0.134615385,0.038461538,3.0,3.0,3.0,3.0,,,,,,,,,,,1350.575,48.25,1.0208333333333333,54.458333333333336,122.22222222222223,14.428571428571429,,,177.33333333333334,,,,,145.91304347826087,150.0,2022.0,949.7995495495496
Nyaruhanga_Kakari,81.0,0.01754386,0.0,0.0,0.0,0.0,0.719298246,0.719298246,0.070175439,0.140350877,0.0,0.035087719,0.035087719,0.122807018,0.122807018,0.105263158,0.0,0.105263158,0.105263158,0.0,0.0,0.087719298,0.105263158,0.140350877,0.0,0.035087719,0.0,4.0,4.0,4.0,,,,,,,,,,,,992.885,51.95,1.01,19.65,143.6153846153846,10.5,,,225.0,,,,70.0,173.875,130.0,2022.0,958.9703989703991
Nyarushija,75.0,0.014925373,0.0,0.0,0.0,0.0,0.28358209,0.28358209,0.059701493,0.119402985,0.0,0.029850746,0.029850746,0.074626866,0.059701493,0.059701493,0.0,0.059701493,0.044776119,0.0,0.0,0.029850746,0.044776119,0.059701493,0.0,0.029850746,0.0,3.0,3.0,,,,,,,,0.5,,,,,2036.9666666666665,47.166666666666664,2.0733333333333333,24.166666666666668,208.08333333333334,9.2,,,,,,7.25,,8.25,,2022.0,721.5900900900901
Nyolo,137.0,0.010309278,0.0,0.0,0.0,0.0,0.350515464,0.350515464,0.041237113,0.082474227,0.0,0.020618557,0.020618557,0.072164948,0.041237113,0.041237113,0.0,0.030927835,0.041237113,0.0,0.0,0.041237113,0.030927835,0.051546392,0.0,0.041237113,0.144329897,3.0,3.0,3.0,3.0,,,,,,,,,,,1042.3272727272729,42.515151515151516,1.706551724137931,62.86363636363637,39.416666666666664,,42.833333333333336,80.0,171.75,115.0,,48.375,,22.181818181818183,,2022.0,510.3903903903904
Omwibare,78.0,0.018181818,0.0,0.0,0.0,0.0,0.363636364,0.363636364,0.036363636,0.036363636,0.0,0.036363636,0.036363636,0.054545455,0.036363636,0.018181818,0.0,0.018181818,0.036363636,0.0,0.0,0.036363636,0.0,0.036363636,0.0,0.036363636,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1680.0,49.583333333333336,0.9291666666666667,51.666666666666664,96.83333333333333,,3.75,,79.5,,,7.625,,69.58333333333333,61.0,2022.0,800.985842985843
Quarters_A,36.0,0.031746032,0.0,0.0,0.0,0.0,0.285714286,0.285714286,0.126984127,0.253968254,0.0,0.063492063,0.063492063,0.063492063,0.063492063,0.063492063,0.0,0.063492063,0.063492063,0.0,0.0,0.063492063,0.063492063,0.063492063,0.0,0.063492063,0.0,3.0,3.0,,,,,,,,0.5,,,,,2015.7083333333333,48.666666666666664,1.529,54.333333333333336,270.45454545454544,15.0,,,,,,15.875,,13.0,,2022.0,826.4774774774775
Quarters_B,57.0,0.019607843,0.0,0.0,0.0,0.0,0.274509804,0.274509804,0.078431373,0.156862745,0.0,0.039215686,0.039215686,0.078431373,0.058823529,0.058823529,0.0,0.058823529,0.039215686,0.0,0.0,0.039215686,0.039215686,0.058823529,0.0,0.039215686,0.0,3.0,3.0,,,,,,,,0.5,,,,,2023.7599999999998,57.7,1.129,42.0,181.7,13.0,,,,,,5.1,,,,2022.0,928.5855855855856
Rugarama,111.0,0.012903226,0.0,0.0,0.0,0.0,0.361290323,0.361290323,0.051612903,0.103225806,0.0,0.025806452,0.025806452,0.064516129,0.064516129,0.064516129,0.0,0.051612903,0.051612903,0.0,0.0,0.051612903,0.038709677,0.064516129,0.0,0.025806452,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1178.7133333333334,49.1,1.6189285714285713,25.866666666666667,104.68181818181819,,7.222222222222222,130.0,108.84615384615384,,,,78.85714285714286,30.0,189.0909090909091,2022.0,1027.7287287287288
Ruhunga,67.0,0.021276596,0.0,0.0,0.0,0.0,0.361702128,0.361702128,0.085106383,0.170212766,0.0,0.042553191,0.042553191,0.085106383,0.042553191,0.021276596,0.0,0.021276596,0.042553191,0.0,0.0,0.021276596,0.042553191,0.042553191,0.0,0.021276596,0.021276596,3.0,3.0,3.0,,,,,,,,,,,,1039.6464285714285,39.357142857142854,1.059090909090909,61.607142857142854,90.0,,6.5,,412.5,85.0,,9.5,,47.5,200.0,2022.0,332.5315315315315
Ruhungu,55.0,0.025974026,0.0,0.0,0.0,0.0,0.363636364,0.363636364,0.103896104,0.207792208,0.0,0.051948052,0.051948052,0.025974026,0.025974026,0.025974026,0.0,0.025974026,0.025974026,0.0,0.0,0.051948052,0.025974026,0.025974026,0.0,0.051948052,0.0,3.0,3.0,,,,,,,,0.25,,,,,2033.6727272727273,44.18181818181818,0.5727272727272728,63.63636363636363,103.75,,,,,,,5.25,,14.4,0.5,2022.0,698.036036036036
Rukarara,360.0,0.003913894,0.0,0.0,0.0,0.0,0.352250489,0.352250489,0.015655577,0.031311155,0.0,0.007827789,0.007827789,0.070450098,0.070450098,0.070450098,0.0,0.054794521,0.054794521,0.0,0.0,0.015655577,0.039138943,0.070450098,0.0,0.007827789,0.0,4.0,4.0,,4.0,,10.0,,,,,,,,,1095.6999999999998,41.38709677419355,1.5183333333333333,32.29032258064516,110.74074074074075,,3.0,176.0,96.22222222222223,121.33333333333333,,13.5,57.714285714285715,20.25,124.44444444444444,2022.0,966.5723938223938
Rukore_Kagunga,28.0,0.051282051,0.0,0.0,0.0,0.0,0.358974359,0.358974359,0.102564103,0.41025641,0.0,0.102564103,0.102564103,0.051282051,0.051282051,0.051282051,0.0,0.051282051,0.051282051,0.0,0.0,0.051282051,0.051282051,0.051282051,0.0,0.102564103,0.0,3.0,3.0,,,,,,,,0.25,,,,,2137.2083333333335,46.0,0.7229166666666668,102.5,157.27272727272728,17.0,,323.3333333333333,50.0,,,5.833333333333333,,7.7,,2022.0,893.7094594594595
Rumbugu_A,105.0,0.013513514,0.0,0.0,0.0,0.0,0.351351351,0.351351351,0.027027027,0.027027027,0.0,0.027027027,0.027027027,0.054054054,0.040540541,0.027027027,0.0,0.027027027,0.040540541,0.0,0.0,0.027027027,0.0,0.040540541,0.0,0.027027027,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1644.1583333333335,54.916666666666664,1.0374999999999999,68.33333333333333,137.5,,,,103.0,,,21.5,,87.5,51.25,2022.0,802.8621621621622
Rumbugu_B,63.0,0.022727273,0.0,0.0,0.0,0.0,0.363636364,0.363636364,0.045454545,0.045454545,0.0,0.045454545,0.045454545,0.068181818,0.045454545,0.022727273,0.0,0.022727273,0.045454545,0.0,0.0,0.045454545,0.0,0.045454545,0.0,0.045454545,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1634.0249999999999,52.166666666666664,0.94,44.166666666666664,93.45454545454545,,3.2,,,105.0,,4.045454545454546,,53.333333333333336,130.0,2022.0,651.3160987074031
Rusheeshe,100.0,0.014285714,0.0,0.0,0.0,0.0,0.357142857,0.357142857,0.028571429,0.028571429,0.0,0.028571429,0.028571429,0.057142857,0.042857143,0.028571429,0.0,0.028571429,0.042857143,0.0,0.0,0.028571429,0.0,0.042857143,0.0,0.028571429,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1671.4363636363635,45.90909090909091,0.7881818181818182,21.454545454545453,74.44444444444444,,2.0,,54.333333333333336,125.0,,4.2,,126.66666666666667,162.0,2022.0,805.2347347347347
Rusoro,95.0,0.015037594,0.0,0.0,0.0,0.0,0.360902256,0.360902256,0.030075188,0.120300752,0.0,0.030075188,0.030075188,0.07518797,0.045112782,0.045112782,0.0,0.045112782,0.045112782,0.0,0.0,0.030075188,0.0,0.045112782,0.0,0.030075188,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1059.11,45.93333333333333,1.4293103448275863,48.0,116.0909090909091,12.0,3.5,,128.33333333333334,76.5,,,76.25,146.15384615384616,192.15384615384616,2022.0,1028.7248157248157
Rutengyengyere,220.0,0.006493506,0.0,0.0,0.0,0.0,0.357142857,0.357142857,0.038961039,0.051948052,0.0,0.012987013,0.012987013,0.064935065,0.064935065,0.038961039,0.0,0.064935065,0.038961039,0.0,0.0,0.012987013,0.064935065,0.064935065,0.0,0.012987013,0.0,3.0,3.0,,,,,,,,0.5,,,,,2212.75,45.833333333333336,1.2583333333333333,32.083333333333336,164.9,9.333333333333334,,,,,,7.0,,36.0,,2022.0,837.8056133056133
Rutondo,72.0,0.019607843,0.0,0.0,0.0,0.0,0.352941176,0.352941176,0.039215686,0.156862745,0.0,0.039215686,0.039215686,0.058823529,0.019607843,0.039215686,0.0,0.019607843,0.039215686,0.0,0.0,0.039215686,0.0,0.039215686,0.0,0.039215686,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1046.0,46.583333333333336,1.4739583333333333,49.375,135.47619047619048,30.0,2.0,,642.5,,,,97.33333333333333,158.94117647058823,276.9230769230769,2022.0,822.2479435957697
Rutooma,117.0,0.012195122,0.0,0.0,0.0,0.0,0.353658537,0.353658537,0.048780488,0.097560976,0.0,0.024390244,0.024390244,0.036585366,0.036585366,0.036585366,0.0,0.036585366,0.036585366,0.0,0.0,0.024390244,0.036585366,0.048780488,0.0,0.024390244,0.0,3.0,3.0,,3.0,,,,,,,,,,,1288.6823717948719,48.42628205128205,1.9158333333333333,43.84615384615385,161.06666666666666,,4.714285714285714,,304.44444444444446,75.0,,5.428571428571429,,94.07407407407408,54.44444444444444,2022.0,892.7602820211516
Rutooma_Kacerere,122.0,0.011695906,0.0,0.0,0.0,0.0,0.362573099,0.362573099,0.070175439,0.093567251,0.0,0.023391813,0.023391813,0.070175439,0.070175439,0.035087719,0.0,0.070175439,0.035087719,0.0,0.0,0.023391813,0.070175439,0.070175439,0.0,0.023391813,0.0,3.0,3.0,,,,,,,,0.5,,,,,2120.4500000000003,51.583333333333336,1.09625,33.25,165.0,7.25,,,,,,19.0,,12.833333333333334,0.0,2022.0,718.1780055917988
Rwakaroro,58.0,0.019417476,0.0,0.0,0.0,0.0,0.291262136,0.291262136,0.077669903,0.155339806,0.0,0.038834951,0.038834951,0.077669903,0.058252427,0.058252427,0.0,0.058252427,0.038834951,0.0,0.0,0.038834951,0.038834951,0.058252427,0.0,0.038834951,0.0,3.0,3.0,,,,,,,,0.5,,,,,2034.0583333333334,54.5,1.7625,32.5,111.44444444444444,,,140.0,,,,3.3,,9.833333333333334,,2022.0,947.9948519948521
Rwamureera,87.0,0.016129032,0.0,0.0,0.0,0.0,0.35483871,0.35483871,0.064516129,0.129032258,0.0,0.032258065,0.032258065,0.048387097,0.032258065,0.032258065,0.0,0.032258065,0.032258065,0.0,0.0,0.032258065,0.024193548,0.032258065,0.0,0.032258065,0.0,3.0,,3.0,3.0,,,,,,,,,,,1270.0083333333334,59.0,1.5416666666666667,37.666666666666664,84.75,,,,,,,,,48.25,67.57142857142857,2022.0,686.1932432432433
Rwemicheka,108.0,0.012987013,0.0,0.0,0.0,0.0,0.350649351,0.350649351,0.051948052,0.103896104,0.0,0.025974026,0.025974026,0.103896104,0.064935065,0.064935065,0.0,0.064935065,0.064935065,0.0,0.0,0.025974026,0.064935065,0.064935065,0.0,0.025974026,0.0,4.0,4.0,4.0,4.0,,,,,,,,,,,1055.6433333333332,45.4,1.28,30.833333333333332,128.23809523809524,,5.375,,110.0,,,,110.0,118.5,142.5,2022.0,590.3803803803804
Ryakashara,117.0,0.009803922,0.0,0.0,0.0,0.0,0.284313725,0.284313725,0.039215686,0.078431373,0.0,0.019607843,0.019607843,0.049019608,0.029411765,0.029411765,0.0,0.019607843,0.019607843,0.0,0.0,0.039215686,0.019607843,0.039215686,0.0,0.039215686,0.0,3.0,3.0,,,,,,,,0.5,,,,,2025.0333333333335,58.0,1.1541666666666668,36.666666666666664,304.1666666666667,20.0,,226.66666666666666,,,,10.0,,12.428571428571429,,2022.0,884.5126126126127
Wamusuta,164.0,0.00862069,0.0,0.0,0.0,0.0,0.353448276,0.353448276,0.034482759,0.068965517,0.0,0.017241379,0.017241379,0.025862069,0.025862069,0.025862069,0.0,0.025862069,0.025862069,0.0,0.0,0.017241379,0.025862069,0.034482759,0.0,0.017241379,0.0,3.0,3.0,3.0,3.0,,,,,,,,,,,1052.4266666666667,43.63333333333333,1.5185185185185186,28.966666666666665,23.0,,24.857142857142858,,161.3913043478261,115.0,,9.5,,63.875,,2022.0,482.5603281853282
