pre_village,pre_district,pre_cluster,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield
Mukole,Kagadi_GAC,Buhumuriro,1227.0,78.0,30.0,0.44999999999999996,360.0,,,,,,,,,60.0,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1194.6,35.0,50.0,1.375,300.0,,,,170.0,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1165.5,27.0,20.0,0.0,220.0,,,,130.0,,,,,,
Kasozi,Kagadi_GAC,Buhumuriro,1109.6,62.0,10.0,0.5,330.0,,,,,,,,110.0,,
Rutooma,Kagadi_GAC,Yorodani,1079.4,60.0,30.0,3.88,250.0,,2.0,,110.0,,,6.0,,,
Yorodani A,Kagadi_GAC,Yorodani,1122.3,57.0,30.0,0.0,,,,,12.0,,,,,,0.0
Ntaraga,Kagadi_GAC,Nyakashema,1170.1,60.0,120.0,1.25,210.0,,,,,,,,,,
Galilaya B,Kagadi_GAC,Yorodani,1123.4,35.0,60.0,0.5,300.0,,,,380.0,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1127.6,42.0,90.0,1.5,,,,,,,,,,,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1148.1,20.0,25.0,0.375,120.0,,,,322.0,,,,,,
Namugongo B,Kagadi_GAC,Buhumuriro,1003.5,64.0,60.0,0.0,,,,,300.0,,,,,70.0,
Namugongo C,Kagadi_GAC,Buhumuriro,1142.3,45.0,40.0,0.8,165.0,,,,3.0,,,,23.0,20.0,
Kakundwa,Kagadi_GAC,Yorodani,993.5,55.0,15.0,0.0,150.0,,,,250.0,,,,,100.0,
Kakundwa,Kagadi_GAC,Yorodani,1046.0,45.0,90.0,0.8,110.0,,,,410.0,,,3.5,,10.0,
Kakundwa,Kagadi_GAC,Yorodani,1046.4,24.0,30.0,0.0,360.0,,,,240.0,,,,,,
Yorodani A,Kagadi_GAC,Yorodani,1117.1,28.0,60.0,0.75,360.0,,,,,,,,,10.0,
Nyakashema_A,Kagadi_GAC,Nyakashema,1180.6,18.0,30.0,0.15,,,,,,,,,,,100.0
Rutooma,Kagadi_GAC,Yorodani,1086.3,56.0,30.0,5.88,160.0,,,,460.0,,,,,,
Yorodani A,Kagadi_GAC,Yorodani,1022.7,74.0,180.0,1.5,430.0,,,,300.0,,,,,,
Yorodani A,Kagadi_GAC,Yorodani,1092.4,31.0,30.0,0.0,,,,,24.0,,,,,,0.0
Yorodani A,Kagadi_GAC,Yorodani,1035.9,48.0,60.0,0.5,400.0,,,,,,,,,,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1133.1,51.0,30.0,1.88,215.0,,4.0,,,,,6.0,,60.0,
Kagando,Kagadi_GAC,Yorodani,1104.5,77.0,40.0,3.0,218.0,,,,9.0,,,,,,0.0
Kakundwa,Kagadi_GAC,Yorodani,1050.1,24.0,60.0,0.4,110.0,,,,409.0,,,2.5,,10.0,
Kasozi,Kagadi_GAC,Buhumuriro,1090.4,44.0,10.0,1.0,,,,,260.0,,,,,,80.0
Ntaraga,Kagadi_GAC,Nyakashema,780.1,48.0,40.0,0.0,280.0,,,,,,,,,,
Namugongo B,Kagadi_GAC,Buhumuriro,1002.3,53.0,30.0,0.0,,,,,,,,,,100.0,100.0
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.0,26.0,20.0,0.375,,,,,,,,,,15.0,
Namugongo C,Kagadi_GAC,Buhumuriro,1073.3,57.0,180.0,0.8,221.0,,,,,,,,,,
Namugongo B,Kagadi_GAC,Buhumuriro,1037.1,46.0,15.0,1.7,170.0,,2.5,,520.0,,,4.0,130.0,10.0,0.0
Nyakabingo_B,Kagadi_GAC,Nyakashema,1153.7,53.0,30.0,0.875,,,,,,,,,,,
Kacheri,Kagadi_GAC,Nyakashema,1006.5,69.0,15.0,2.7,170.0,,,,600.0,,,3.0,,10.0,
Namirembe,Kagadi_GAC,Yorodani,1050.0,19.0,30.0,4.75,,,,,,,,,,,
Kakundwa,Kagadi_GAC,Yorodani,1066.4,36.0,20.0,0.8,308.0,,,,180.0,,,3.0,,10.0,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1202.6,40.0,30.0,0.5,140.0,,,,,,,,,10.0,
Galilaya B,Kagadi_GAC,Yorodani,1150.3,27.0,12.0,0.0,315.0,,,,420.0,,,,,20.0,0.0
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1140.7,45.0,60.0,0.09999999999999998,230.0,,,,90.0,,,,,30.0,8.0
Namugongo B,Kagadi_GAC,Buhumuriro,1099.2,59.0,30.0,1.3,95.0,,,,340.0,,,3.0,,10.0,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1136.8,38.0,30.0,0.15000000000000002,320.0,,,,,,,,,40.0,100.0
Kakundwa,Kagadi_GAC,Yorodani,1015.8,64.0,15.0,1.0,300.0,,,,,,,,,,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1181.7,22.0,60.0,0.25,,,,,,,,,,,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1178.5,60.0,60.0,2.875,250.0,,,,417.0,,,,,30.0,
Mukole,Kagadi_GAC,Buhumuriro,1105.6,88.0,60.0,3.875,,,,,,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1149.4,35.0,60.0,0.75,350.0,,,,240.0,,,,,,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1215.1,38.0,40.0,0.0,285.0,,,,,,,,,,
Kagando,Kagadi_GAC,Yorodani,1124.9,34.0,30.0,1.8,122.0,,,,3.0,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1149.2,23.0,20.0,0.8,160.0,,,,,,,,,,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1179.3,58.0,60.0,3.5,400.0,,,,,,,,,,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1173.6,42.0,60.0,2.0,,,,,,,,,,,
Kasozi,Kagadi_GAC,Buhumuriro,1133.7,30.0,20.0,0.0,365.0,,,,110.0,,,,,10.0,
Rutooma,Kagadi_GAC,Yorodani,1107.4,72.0,40.0,0.88,,,,,,,,,,30.0,
Rutooma,Kagadi_GAC,Yorodani,1086.6,31.0,30.0,1.88,318.0,,2.0,,200.0,,,5.0,,30.0,20.0
Nyakabingo_B,Kagadi_GAC,Nyakashema,1149.7,70.0,30.0,1.0,,,,,,,,,,,
Nyakashema_B,Kagadi_GAC,Nyakashema,1160.9,27.0,15.0,1.0,,,,,,,,,,,
Namugongo A,Kagadi_GAC,Buhumuriro,1153.9,30.0,30.0,0.0,365.0,,,,200.0,,,,,10.0,
Kagando,Kagadi_GAC,Yorodani,1066.3,40.0,30.0,1.8,,,,,17.0,,,12.0,,10.0,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1227.1,71.0,40.0,0.0,,,,,,,,,,25.0,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1136.6,64.0,30.0,1.88,195.0,,,,,,,5.0,220.0,50.0,20.0
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1110.2,60.0,50.0,0.9375,180.0,,,,,,,,110.0,,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1133.7,38.0,40.0,1.38,251.0,,7.0,,,,,5.0,,50.0,
Nyakashema_B,Kagadi_GAC,Nyakashema,1177.1,47.0,15.0,1.0,372.0,,,,,,,,,,
Namugongo C,Kagadi_GAC,Buhumuriro,1120.7,28.0,50.0,0.5,140.0,,,,350.0,,,,,,
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1090.7,20.0,170.0,1.375,137.0,,,,490.0,,,,,20.0,
Kasozi,Kagadi_GAC,Buhumuriro,1130.3,48.0,30.0,1.5,,,,,,,,,,100.0,
Nyakashema_A,Kagadi_GAC,Nyakashema,1172.8,30.0,20.0,0.0,260.0,,,,,,,,,,
Yorodani A,Kagadi_GAC,Yorodani,1036.4,25.0,60.0,0.0,290.0,,,,,,,,,,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1115.5,55.0,60.0,1.88,286.0,,7.0,,,,,6.0,130.0,,
Ntaraga,Kagadi_GAC,Nyakashema,1182.8,35.0,180.0,1.25,450.0,,,,380.0,,,,,,
Namugongo C,Kagadi_GAC,Buhumuriro,1140.6,54.0,30.0,1.1,105.0,,,,26.0,,,,5.0,10.0,0.0
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1209.0,52.0,120.0,0.25,,,,,,,,,,,
Rutooma,Kagadi_GAC,Yorodani,1080.2,31.0,30.0,3.38,325.0,,3.0,,220.0,,,5.0,,,60.0
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1164.1,43.0,30.0,1.38,100.0,,,,410.0,,,,160.0,50.0,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1211.4,39.0,50.0,1.375,210.0,7.0,,,,,,,,10.0,
Mukole,Kagadi_GAC,Buhumuriro,1102.2,40.0,40.0,0.75,395.0,,,,,,,,,,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1126.9,45.0,30.0,2.88,190.0,,11.0,,,,,4.0,,50.0,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1186.8,30.0,40.0,0.625,390.0,,,,,,,,,,
Mukole,Kagadi_GAC,Buhumuriro,1101.6,30.0,30.0,0.75,,,,,510.0,,,,,10.0,
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.2,96.0,60.0,1.75,250.0,,,,,,,,,,
Namirembe,Kagadi_GAC,Yorodani,1061.9,28.0,40.0,0.75,,,,,,,,,,20.0,
Mukole,Kagadi_GAC,Buhumuriro,1050.2,74.0,120.0,1.875,,,,,,,,,,20.0,
Mukole,Kagadi_GAC,Buhumuriro,1216.4,38.0,30.0,0.375,300.0,,,,,,,,,,
Namugongo B,Kagadi_GAC,Buhumuriro,1038.2,72.0,45.0,1.8,130.0,,2.25,,160.0,,,5.0,,20.0,
Namugongo C,Kagadi_GAC,Buhumuriro,1156.1,85.0,40.0,0.49999999999999994,230.0,,,,670.0,,,2.6,,,200.0
Kasozi,Kagadi_GAC,Buhumuriro,1138.2,37.0,10.0,2.5,200.0,,,,,,,,160.0,,
Namugongo B,Kagadi_GAC,Buhumuriro,1043.2,59.0,15.0,0.0,,,,,,,,,,65.0,
Galilaya B,Kagadi_GAC,Yorodani,1098.7,62.0,80.0,1.75,330.0,,,,210.0,,,,,,0.0
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1112.7,40.0,40.0,0.375,290.0,,,,,,,,,10.0,
Kacheri,Kagadi_GAC,Nyakashema,0.0,71.0,30.0,0.0,,,,,,,,,,,
Ntaraga,Kagadi_GAC,Nyakashema,1160.9,50.0,120.0,2.375,270.0,,,,480.0,,,,,,
Ntaraga,Kagadi_GAC,Nyakashema,1175.5,48.0,30.0,0.5,370.0,,,,200.0,,,,,,
Rutooma,Kagadi_GAC,Yorodani,1082.3,28.0,30.0,1.88,120.0,,5.0,,680.0,,,6.0,,50.0,50.0
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1124.0,62.0,60.0,2.0,350.0,,,,,,,,,,
Kasozi,Kagadi_GAC,Buhumuriro,1133.7,34.0,60.0,3.0,375.0,,,,230.0,,,,,,
Nyakashema_A,Kagadi_GAC,Nyakashema,1141.1,28.0,30.0,2.5,,,,,,,,,,,50.0
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1108.7,43.0,50.0,0.9375,,,,,,,,,,,
Nyabwegyereka_A,Kagadi_GAC,Nyakashema,1170.8,47.0,45.0,7.0,280.0,,,,,,,,,,300.0
Kagando,Kagadi_GAC,Yorodani,1070.0,63.0,20.0,10.0,171.0,,,,13.0,,,,28.0,10.0,
Rutooma,Kagadi_GAC,Yorodani,1062.3,56.0,30.0,3.85,52.0,,,,160.0,,,,,50.0,
Namugongo A,Kagadi_GAC,Buhumuriro,1162.8,99.0,40.0,4.75,210.0,,,,100.0,,,,,,0.0
Kacheri,Kagadi_GAC,Nyakashema,986.9,41.0,60.0,3.0,350.0,,,,500.0,,,13.5,,20.0,
Nyakashema_B,Kagadi_GAC,Nyakashema,1134.8,81.0,30.0,0.875,,,,,,,,,,,100.0
Namugongo C,Kagadi_GAC,Buhumuriro,1139.5,45.0,40.0,3.0,7.0,,,,24.0,,,,,10.0,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1124.6,55.0,40.0,2.125,290.0,,,,,,,,135.0,,
Nyakashema_B,Kagadi_GAC,Nyakashema,1176.8,62.0,20.0,2.25,220.0,8.0,,,,,,,,,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1166.2,70.0,45.0,2.875,245.0,,,,190.0,,,,,45.0,0.0
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.4,37.0,30.0,0.875,135.0,,2.0,,,,,3.0,,40.0,
Kakundwa,Kagadi_GAC,Yorodani,1072.1,51.0,30.0,0.0,330.0,,,,250.0,,,,,75.0,100.0
Mukole,Kagadi_GAC,Buhumuriro,1103.7,40.0,60.0,2.375,170.0,,3.0,,,,,13.0,210.0,,100.0
Kakundwa,Kagadi_GAC,Yorodani,1037.6,36.0,40.0,0.0,,,,,,,,,,80.0,
Namugongo B,Kagadi_GAC,Buhumuriro,1117.9,54.0,60.0,4.0,,,,,,,,,,,
Kagando,Kagadi_GAC,Yorodani,1074.8,65.0,30.0,0.7999999999999999,130.0,,3.5,,630.0,,,2.2,75.0,60.0,0.0
Kakundwa,Kagadi_GAC,Yorodani,1019.7,30.0,30.0,2.0,180.0,,,,530.0,,,4.5,,10.0,0.0
Namugongo A,Kagadi_GAC,Buhumuriro,1160.5,75.0,30.0,15.75,200.0,,,,500.0,,,,,10.0,0.0
Nyakabingo_B,Kagadi_GAC,Nyakashema,1181.3,48.0,80.0,5.875,338.0,,,,200.0,,,,,66.0,
Kagando,Kagadi_GAC,Yorodani,1082.9,30.0,40.0,1.2,130.0,,,,500.0,,,4.0,,60.0,200.0
Yorodani A,Kagadi_GAC,Yorodani,1101.7,48.0,20.0,9.0,152.0,,,,52.0,,,,,,0.0
Namugongo B,Kagadi_GAC,Buhumuriro,1067.3,30.0,30.0,1.5,140.0,,,,510.0,,,5.0,,25.0,
Rutooma,Kagadi_GAC,Yorodani,1087.6,65.0,40.0,3.87,170.0,,13.0,,500.0,,,5.0,,50.0,60.0
Kakundwa,Kagadi_GAC,Yorodani,1125.5,39.0,60.0,2.7,250.0,,,,720.0,,,4.0,150.0,10.0,
Nyakashema_B,Kagadi_GAC,Nyakashema,1183.1,32.0,30.0,0.375,265.0,,,,600.0,,,3.0,,30.0,
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1135.5,57.0,40.0,1.2,,,,,,,,,,30.0,100.0
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1119.3,29.0,70.0,3.875,200.0,,,,,,,,,100.0,0.0
Nyabwegyereka  B,Kagadi_GAC,Nyakashema,1146.9,37.0,40.0,1.0,250.0,,,,,,,,15.0,20.0,2.0
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.1,52.0,70.0,0.5,270.0,,9.0,,,,,,,,
Rutooma,Kagadi_GAC,Yorodani,1080.9,67.0,30.0,3.88,160.0,,3.0,,345.0,,,5.0,,60.0,
Mukole,Kagadi_GAC,Buhumuriro,1194.6,60.0,35.0,1.125,130.0,,,,220.0,,,,,,
Kagando,Kagadi_GAC,Yorodani,1093.7,28.0,60.0,0.7,300.0,,2.0,,120.0,,,,,65.0,0.0
Rutooma,Kagadi_GAC,Yorodani,1062.8,34.0,30.0,1.38,230.0,,,,65.0,,,,,60.0,100.0
Namugongo C,Kagadi_GAC,Buhumuriro,1143.1,25.0,60.0,1.0,330.0,,2.5,,120.0,,,,110.0,20.0,0.0
Galilaya B,Kagadi_GAC,Yorodani,1137.8,66.0,30.0,2.0,365.0,,,,160.0,,,,,10.0,0.0
Mukole,Kagadi_GAC,Buhumuriro,1124.5,55.0,30.0,1.875,150.0,,,,670.0,,,9.0,,30.0,60.0
Kacheri,Kagadi_GAC,Nyakashema,984.3,57.0,30.0,6.5,130.0,,,,450.0,,,5.5,,25.0,
Yorodani A,Kagadi_GAC,Yorodani,1028.0,53.0,60.0,1.5,,,,,820.0,,,,,,
Kakundwa,Kagadi_GAC,Yorodani,1067.4,29.0,40.0,2.6,225.0,,,,110.0,,,,,10.0,30.0
Galilaya B,Kagadi_GAC,Yorodani,1161.9,31.0,80.0,0.0,,,,,670.0,,,,,,
Kagando,Kagadi_GAC,Yorodani,1084.2,50.0,20.0,0.7,270.0,,,,110.0,,,,,70.0,150.0
Namugongo B,Kagadi_GAC,Buhumuriro,1009.0,36.0,30.0,2.0,180.0,,2.0,,260.0,,,4.5,150.0,10.0,0.0
Kasozi,Kagadi_GAC,Buhumuriro,1137.3,70.0,30.0,0.5,,,,,360.0,,,,,,250.0
Nyakashema_A,Kagadi_GAC,Nyakashema,1157.6,48.0,30.0,3.5,,,,,,,,,,,60.0
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1102.7,68.0,69.0,5.875,240.0,,,,700.0,,,,,140.0,
Nyakashema_A,Kagadi_GAC,Nyakashema,1140.7,72.0,20.0,2.25,300.0,,,,,,,,,50.0,
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1115.7,42.0,90.0,2.875,280.0,,,,,,,,,80.0,
Nyakashema_B,Kagadi_GAC,Nyakashema,1177.2,48.0,15.0,3.5,265.0,,,,,,,,,,0.0
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1053.6,37.0,60.0,5.875,120.0,,,,550.0,,,,,80.0,
Kasozi,Kagadi_GAC,Buhumuriro,1095.0,67.0,20.0,3.5,,,,,,,,,,,
Nyakashema_B,Kagadi_GAC,Nyakashema,1181.0,56.0,30.0,2.875,105.0,,,,105.0,,,15.0,,50.0,100.0
Mukole,Kagadi_GAC,Buhumuriro,1072.2,38.0,60.0,1.875,120.0,,,,120.0,,,18.0,100.0,80.0,
Namugongo A,Kagadi_GAC,Buhumuriro,1109.3,60.0,10.0,0.0,270.0,,,,260.0,,,,,,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1175.7,85.0,75.0,2.875,250.0,,30.0,,,,,,,80.0,
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1121.1,98.0,50.0,2.375,220.0,,,,,,,,,,
Nyakabingo_A,Kagadi_GAC,Nyakashema,1197.0,65.0,30.0,3.25,,,,,145.0,,,,,,0.0
Namugongo B,Kagadi_GAC,Buhumuriro,1003.2,70.0,15.0,4.0,300.0,,8.0,,150.0,,,10.0,220.0,40.0,
Nyakabingo_B,Kagadi_GAC,Nyakashema,1181.4,71.0,50.0,4.875,220.0,,,,100.0,,,,,100.0,
Buhumuliro  A,Kagadi_GAC,Buhumuriro,1123.1,43.0,75.0,4.875,120.0,,,,,,,,,100.0,
Namugongo C,Kagadi_GAC,Buhumuriro,1113.6,46.0,60.0,1.4,120.0,,5.0,,180.0,,,,105.0,120.0,300.0
Kagando,Kagadi_GAC,Yorodani,1079.3,67.0,40.0,4.0,270.0,,,,120.0,,,,100.0,120.0,300.0
Kagando,Kagadi_GAC,Yorodani,1086.5,41.0,40.0,3.9999999999999996,120.0,,8.0,,180.0,,,4.0,,120.0,250.0
Ndeeba_A,Kagadi,Ndeeba,1112.4,41.0,120.0,0.125,,,,,,,,,,,
Kibuga_B,Kagadi,Ndeeba,1104.4,28.0,15.0,0.0,,,,,,,,,,,
Kibuga_B,Kagadi,Ndeeba,1118.6,50.0,60.0,0.0,,,,,,,,,,,
Kibuga_B,Kagadi,Ndeeba,1128.9,27.0,60.0,0.0,,,,,,,,,,,
Kibanda_A,Kagadi,Ndeeba,1104.6,26.0,10.0,0.0,,,,,,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1101.2,22.0,60.0,0.25,,,,,,,,,,0.0,
Kinaaba_A,Kagadi,Ndeeba,1135.6,21.0,60.0,0.125,,,,,85.0,,,,,,30.0
Kibanda_B,Kagadi,Ndeeba,1056.9,77.0,30.0,0.25,,,,,,,,,,,50.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1103.4,36.0,50.0,1.0,,,,,130.0,,,,,,
Kinaaba_A,Kagadi,Ndeeba,1095.1,34.0,30.0,0.0,,,,,105.0,,,,,,
Ndeeba_A,Kagadi,Ndeeba,1112.2,44.0,60.0,0.0,,,,,95.0,,,,,,
Kibuga_B,Kagadi,Ndeeba,1126.0,37.0,70.0,0.5,,,,,,,,,,,60.0
Kibanda_TC,Kagadi,Ndeeba,1074.8,52.0,10.0,0.75,55.0,,,,60.0,,,,,8.0,
Kinaaba_A,Kagadi,Ndeeba,1099.4,52.0,35.0,0.25,75.0,,,,,,,,,,
Kibanda_A,Kagadi,Ndeeba,1097.0,70.0,30.0,0.25,,,,,,,,,,,
Kibuga_B,Kagadi,Ndeeba,1128.2,38.0,90.0,0.25,,,,,125.0,,,,,,
Kibanda_A,Kagadi,Ndeeba,1082.9,98.0,60.0,0.25,,,,,,,,,,,
Kasimbi,Kagadi,Ndeeba,1068.7,28.0,30.0,0.5,220.0,,,,50.0,,,,,0.0,0.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1104.7,56.0,40.0,0.75,,,,,180.0,,,,,,0.0
Kanyinya_Rugashari,Kagadi,Ndeeba,1108.6,32.0,30.0,0.5,,,,,,,,,,,
Kibanda_B,Kagadi,Ndeeba,1062.4,29.0,30.0,0.25,,,,,,,,,,,
Kibanda_B,Kagadi,Ndeeba,1065.2,50.0,50.0,0.0,160.0,,,,100.0,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1096.4,90.0,20.0,0.25,,,,,,,,,,5.0,
Kinaaba_A,Kagadi,Ndeeba,1109.3,35.0,30.0,0.0,110.0,,,,110.0,,,,,,
Kinaaba_A,Kagadi,Ndeeba,1082.8,66.0,30.0,2.75,105.0,,,,125.0,,,,,,
Kibanda_B,Kagadi,Ndeeba,1048.8,33.0,40.0,0.15,,,,,,,,,,,
Kanyinya_Rugashari,Kagadi,Ndeeba,1104.7,90.0,40.0,0.375,90.0,,,,,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1107.3,80.0,30.0,0.5,75.0,,,,70.0,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1097.3,54.0,40.0,1.5,190.0,,,,95.0,,,,,10.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1117.1,48.0,50.0,0.25,180.0,,,,,,,,,5.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1096.6,52.0,40.0,1.75,95.0,,,,130.0,,,,,0.0,
Kinaaba_B,Kagadi,Ndeeba,1110.4,40.0,40.0,0.0,,,,,,,,,,,
Ndeeba_B,Kagadi,Ndeeba,1104.9,37.0,60.0,0.0,135.0,,,,95.0,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1103.2,35.0,40.0,0.0,120.0,,,,100.0,,,,,0.0,
Ndeeba_B,Kagadi,Ndeeba,1061.1,29.0,60.0,0.0,,,,,,,,,,,
Kibuga_A,Kagadi,Ndeeba,1105.4,90.0,30.0,0.75,63.0,,,,75.0,,,,,30.0,
Ndeeba_B,Kagadi,Ndeeba,1125.5,40.0,60.0,0.5,,,,,,,,,,15.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1127.1,62.0,100.0,0.0,,,,,,,,,,,
Kibanda_A,Kagadi,Ndeeba,1086.6,23.0,30.0,0.25,,,,,145.0,,,,,,100.0
Kinaaba_B,Kagadi,Ndeeba,1125.5,40.0,50.0,0.25,125.0,,,,190.0,,,,,,
Kasimbi,Kagadi,Ndeeba,1077.0,50.0,70.0,0.2,,,,,,,,,,,10.0
Karama_Kinaaba,Kagadi,Ndeeba,1102.4,22.0,80.0,1.0,149.0,,,,175.0,,,,,5.0,
Kinaaba_B,Kagadi,Ndeeba,1105.7,37.0,70.0,0.25,,,,,,,,,,,
Kibanda_B,Kagadi,Ndeeba,1033.6,32.0,30.0,0.25,90.0,,,,,,,,,,0.0
Kibanda_B,Kagadi,Ndeeba,1068.5,21.0,30.0,0.0,160.0,,,,100.0,,,,,,
Kibanda_B,Kagadi,Ndeeba,1050.3,48.0,40.0,0.25,160.0,,,,,,,,,,
Kibanda_TC,Kagadi,Ndeeba,1057.7,36.0,40.0,0.0,150.0,,,,,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1099.3,65.0,30.0,1.5,170.0,,,,,,,,,10.0,
Kibanda_B,Kagadi,Ndeeba,1061.6,24.0,40.0,0.75,150.0,,,,,,,,,50.0,
Ndeeba_A,Kagadi,Ndeeba,1116.8,54.0,120.0,1.25,35.0,,,,,,,,,3.0,0.0
Kibanda_B,Kagadi,Ndeeba,1020.3,27.0,30.0,0.25,,,,,,,,,,,
Ndeeba_A,Kagadi,Ndeeba,1048.7,69.0,25.0,0.25,160.0,,,,,,,,,,
Ndeeba_A,Kagadi,Ndeeba,1055.3,37.0,30.0,0.75,230.0,,,,,,,,,,
Kasimbi,Kagadi,Ndeeba,1074.0,33.0,20.0,0.5,140.0,,,,180.0,,,,70.0,0.0,
Kinaaba_A,Kagadi,Ndeeba,1111.2,21.0,60.0,0.5,,,,,,,,,,,
Ndeeba_A,Kagadi,Ndeeba,1118.2,45.0,60.0,0.0,150.0,,,,125.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1100.3,48.0,20.0,0.5,240.0,,,,,,,,,,
Kibanda_A,Kagadi,Ndeeba,1083.9,50.0,5.0,0.0,,,,,,,,,,,
Kibanda_TC,Kagadi,Ndeeba,1040.9,52.0,15.0,0.5,150.0,,,,,,,,,,
Ndeeba_A,Kagadi,Ndeeba,1117.7,33.0,40.0,1.0,90.0,,,,,,,,,,0.0
Kinaaba_B,Kagadi,Ndeeba,1101.8,75.0,40.0,0.5,170.0,,,,133.0,,,,,20.0,0.0
Kinaaba_B,Kagadi,Ndeeba,1106.2,45.0,30.0,0.25,260.0,,,,105.0,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1093.8,40.0,60.0,0.0,152.0,,,,205.0,,,,,,
Ndeeba_B,Kagadi,Ndeeba,1047.0,23.0,60.0,0.0,166.0,,,,,,,,,,
Ndeeba_A,Kagadi,Ndeeba,1111.1,24.0,120.0,0.5,70.0,,,,220.0,,,,,,
Karama_Kinaaba,Kagadi,Ndeeba,1104.2,70.0,60.0,0.0,95.0,,,,140.0,,,,,,
Kinaaba_B,Kagadi,Ndeeba,1092.5,71.0,30.0,0.25,185.0,,,,130.0,,,,,,0.0
Kasimbi,Kagadi,Ndeeba,1068.7,46.0,20.0,0.5,100.0,,,,,,,,,,30.0
Kinaaba_B,Kagadi,Ndeeba,1095.1,24.0,60.0,0.25,,,,,,,,,150.0,,0.0
Ndeeba_A,Kagadi,Ndeeba,1113.7,25.0,30.0,0.0,200.0,,,,140.0,,,,,,
Kibanda_B,Kagadi,Ndeeba,1053.7,47.0,30.0,1.75,290.0,,,,175.0,,,,,,
Kibuga_A,Kagadi,Ndeeba,1061.7,36.0,60.0,3.0,145.0,,,,110.0,,,,,25.0,0.0
Kinaaba_A,Kagadi,Ndeeba,1104.8,74.0,40.0,0.25,,,,,155.0,,,,,,60.0
Kibuga_B,Kagadi,Ndeeba,1110.8,28.0,30.0,0.0,,,,,,,,,,,
Kibanda_A,Kagadi,Ndeeba,1079.3,76.0,60.0,0.5,90.0,,,,85.0,,,,,5.0,
Ndeeba_B,Kagadi,Ndeeba,1098.3,42.0,25.0,1.5,105.0,,,,135.0,,,,,45.0,
Kanyinya_Rugashari,Kagadi,Ndeeba,1109.8,48.0,40.0,0.125,230.0,,,,140.0,,,,,,0.0
